gene,cluster,E214_wt,E218_wt,E262_wt,E263_wt,E266_wt,E9_wt,E95_wt,E214_g12d,E218_g12d,E262_g12d,E263_g12d,E266_g12d,E9_g12d,E95_g12d
C4_g05,C4,-1.092118209503895,-0.8086237947019335,-1.1594009807044163,-0.969986561531607,-1.0447372825071626,-0.7877276196951226,-0.15162865937694578,0.1614447150671493,0.9729285385652972,1.3182166387513146,2.0195234706205447,1.487253005827106,0.4767598980185719,0.6660991194745471
C4_g06,C4,-0.881614502635806,-0.5017834139285672,-0.5249639703682354,-0.524732441698583,-0.5476494878336344,-0.6853748310258114,-0.47682502717162595,0.6175229215140549,1.0942558539203475,1.6762146964883686,1.7048644447923629,1.067618676638927,1.1166590212294045,0.6442452270052639
C4_g07,C4,-0.6660671395952638,-0.8038100425390075,-1.2976365952674194,-1.213489840227944,-0.8123175994969749,-0.27813822246589737,-0.7320977644891833,0.2856177771116335,1.2098754815188433,1.922603855371658,1.713118355053424,1.829908400438744,1.0048194866395392,1.1087291405515811
C4_g08,C4,-1.4654288907161943,-1.335193495202971,-0.8437702763034098,-0.6550313829967006,-0.9678528219345922,-0.5470276552271203,0.043569677198752876,0.24793321632478327,1.346488262810948,1.2404866458481492,1.1975461963035348,1.3538283779056453,0.9106948273681167,0.7663025132648223
C4_g09,C4,-0.5664585398939995,-0.9950250740052615,-0.8975947384120816,-0.9196855341333064,-1.2270149291183539,-0.28444271864908816,-0.6432021091052342,0.2531885962435054,0.9381957233630495,1.0016507393583691,1.651417162400339,0.9830598145458698,1.3057943164398553,0.7702379426895599
C4_g10,C4,-1.4611743500589136,-0.5267523435975676,-0.649470066967964,-0.7089957300804184,-0.4514663730729584,-0.7382670248631704,-0.6842499789214602,0.344009480572631,1.0003126109699412,1.3141180726176704,1.6542871211647303,1.4956153011057436,1.1952569755948927,0.7288714457377496
C4_g11,C4,-1.700105607829205,-1.4592390309832977,-1.0105081541449945,-0.5585405943770444,-0.6754779916340031,-0.5684295709027952,-0.47065981816112035,0.7437963473453353,0.7657620238506112,1.6263157857654797,1.312526834378319,1.2981375381526161,0.9473490208470843,1.6729479665534508
C4_g12,C4,-1.359917379126074,-0.5653979277593746,-0.8420055418139134,-1.0338839111272804,-1.3166508074876022,-0.4588659634244411,-0.24725789459081984,0.12530945152240247,1.396796164583842,1.3186925531850515,1.7547738852223798,1.1672686420438305,1.3313894746508823,0.3458373959139528
C4_g13,C4,-1.0666691110720739,-0.8105959650047463,-1.207645020206785,-1.1322722104842318,-0.7378898778204086,-0.8148902055832712,-0.3947001296738951,0.7241329471947774,1.2895552794216003,0.9955712697155911,1.6285894923163569,1.2595553516457674,0.8607296131970822,0.9831971895924677
C4_g14,C4,-1.6625285792630828,-1.1175119320129867,-1.2887495714830663,-0.6652889446243839,-0.7114298602591601,-1.2700517405138272,0.2930239393461017,1.1074477009791543,1.064526924210033,1.2318244154615094,1.6083566490148349,1.3898778201982074,1.0848719061740422,0.5343507045023312
C4_g15,C4,-1.457243346949563,-0.8374664736234962,-0.8713280817792266,-0.6060737484398148,-0.5409184615812123,-0.49680795343992296,-0.6284885278589734,0.8542101942234506,0.5294447312499727,1.1733042984425137,0.9573417287035488,1.5269499661103283,0.9312397894539777,0.9500927542718692
C4_g16,C4,-0.771784113914046,-0.7478474567632958,-1.1214481328703183,-0.9089104443036877,-0.9965047109400131,-0.4798808048894279,-0.5956132211833498,0.9161084720134027,0.8521043046671606,1.7647276608403837,1.4990448986987073,1.394451657680628,1.408570499635513,0.6190158122662961
C4_g17,C4,-0.8653824983240708,-1.1081028218855802,-1.0573754216549305,-1.052717051791995,-1.0807378070278415,0.017161802455246344,-0.37209871443131326,0.548965681702239,0.8481731401916968,1.2215698165650397,1.1571100289595044,1.56028058803349,0.9979460089087817,1.0017678898692213
C4_g18,C4,-0.7207224323258974,-1.1467026036181862,-1.3401884040358765,-0.4102597539034633,-0.7926185092076347,-0.8844067297204035,-0.027742986864000896,0.5005873793681048,1.073957760605691,1.2473876074830612,1.6745270923022155,0.9980943338745649,1.1818915880773035,0.6167933723362244
C4_g19,C4,-1.2460904623988793,-0.7706978960858606,-1.354306805269169,0.007114150860909829,-1.2783791255550756,-0.5479309083125141,-0.2682055034165065,0.27072964057693705,0.5599756744186026,1.120561736826787,1.4031806213793405,1.4370521912665224,0.8101398259337845,0.860104505896544
C4_g20,C4,-0.8474441531969594,-1.1797364762544083,-1.1361789065176373,-1.4647933849263086,-0.8636442902003563,-1.1867682636463281,-0.7393773136647975,0.9422398742583693,1.4705286045862995,1.5078757419848068,1.5357773934587287,1.0255633692475705,1.5236276299959581,1.3785775646449219
C4_g21,C4,-0.7653144662267137,-1.0789799464599277,-1.2499027291683888,-1.0281124757994706,-0.9313535657120788,-0.5505211951786776,-0.6395893019105899,0.5018130624151711,0.6046677735036476,2.020828584065396,1.334297004463234,1.0450138690111639,0.6483417425882022,0.5371738994087965
C4_g22,C4,-1.636413672480973,-0.7158508707468711,-0.563449684746659,-1.175721026894394,-0.5577839907127011,0.005681127541871334,-0.10195049346737001,0.9276202135078304,1.063211985638315,0.3800578507696232,1.7823541130181253,1.1613118285298611,0.10278322901716108,0.678609403491945
C4_g23,C4,-1.2228076574308318,-0.8842842242539148,-0.935479580274791,-0.8951743925164377,-1.1114884759824473,-0.5943243172566866,-0.3990625697541025,0.7199315905898135,1.1664794484147432,0.9400049519857985,1.395629485191353,0.5912906709964777,1.0070547465083937,0.7904217812189398
C4_g24,C4,-1.4328837286224365,-1.0273596559378944,-1.4693170401503186,-0.5792281340920933,-0.9884954491745293,-0.18235897354181813,-0.6258466878975546,0.19797394926942674,1.056431125946372,0.9245184515398686,1.2044460839466034,1.0335586920713358,1.1865196491468402,0.24565188421158002
C4_g25,C4,-1.3467923029472448,-0.9282648294336961,-1.2745286405117837,-1.2287991246707177,-1.0424291644776384,-0.6691745559238029,-0.378205175099741,0.49116155618640334,1.1696461910305653,1.4972987800145998,0.36337987568633023,1.0831552396392885,0.7843471003680127,1.3270780502329003
C4_g26,C4,-1.4775259092701367,-0.7461835060857298,-0.5267278557027033,-1.0806303117954101,-0.93696310955322,-0.1969255702320219,-0.24061381367834833,0.2369869548275625,0.9546963466039027,1.3927990303191815,1.5177058549119118,0.9963187981183338,0.7155125297945113,0.9599889844371369
C4_g27,C4,-0.9476074166099918,-0.7962282936986428,-0.7068934830740832,-0.6546360268415958,-0.697543336677623,-0.8417424316075911,-0.39963595793867224,1.2056362950668214,1.4479678788785726,1.6729423513631967,1.0380487101828435,1.211246786465989,1.1680405892708388,0.514228549159951
C4_g28,C4,-0.915572563420196,-1.1880762414720993,-0.4603928885169898,-1.1629619120250942,-0.6611287711359182,-0.8449218558461917,-0.20734424018944922,0.6565595420963923,1.0888599049899141,1.3050550589741419,2.071887736405983,1.6006736966259754,0.8445197819643581,0.7559666862067677
C4_g29,C4,-1.5676900611252944,-1.1382530670098523,-0.9444084711740355,-0.6048195876532583,-0.8407594001371651,-0.9013541833236163,-0.557093955305487,0.22123857908912486,1.2310041932888893,1.0770283951303876,1.4456572900084659,1.0466897476120374,1.486538798394622,0.2640926717423372
C4_g30,C4,-1.0639096503805416,-1.2103937381079146,-1.1813625578800417,-0.8074010075697542,-1.0285168938081737,-0.35407198537196505,-0.4973611724837125,0.8526085212342913,1.251257732010556,1.5071091981732598,1.647032479697114,1.3276450574484306,1.4601784150205734,1.4092023471507238
C4_g31,C4,-1.8052169597871064,-0.9729454914303163,-0.5851829983845751,-0.9454419113862825,-0.8865231759670276,-0.6332148484929744,-0.1292830951649681,0.8321321903790537,1.049506101178102,1.5351877851193279,1.8458080344008247,0.8034088068649721,0.8718266692706891,1.2564443463877928
C4_g32,C4,-0.659768772448254,-1.048827477348302,-0.6568692656528895,-0.7754505768564517,-0.5499493722840841,-0.5010159251311961,-0.22730548660324051,0.8376233478694333,0.585036534356845,1.5960733556245477,1.591672602745799,0.895205991439596,0.5751691300922277,1.007582921749242
C4_g33,C4,-0.8455880429900848,-1.1667503396049448,-1.379593672031677,-0.8547054708517566,-0.6834959307179246,-0.4864774197014523,0.0094418022217852,0.3957761958052392,1.2941049717371862,1.3937669429350943,1.39874835375648,0.7546392597229704,1.0564420358564512,0.7180433215553059
C4_g34,C4,-0.7673505425346593,-1.0207589528819947,-0.2933097265237773,-0.44558158713091717,-0.7874617542018386,-0.49856270495143823,-0.9470520299136211,0.4629217933544483,1.2538067508466835,1.760267482977521,0.8257933675888136,0.8950577397740522,0.8513821920051832,0.8517747123699153
C4_g35,C4,-1.072153580396238,-1.1133272236806935,-0.7857478826266211,-0.7993220313848686,-0.9863084906017605,-0.35805151168706434,-0.5273137693674641,0.8413499432706887,0.9024677862443298,1.5286745221660214,1.2057809780844144,1.2460437664862483,0.7326322762567832,1.179696576471772
C4_g36,C4,-0.8833661025697466,-0.856532018143886,-0.6485442708748583,-0.3847813085232097,-0.8145224145243412,-0.7257888060837612,-0.6578100734112384,0.2133012912000583,0.9653105663109304,1.003546392501191,1.4539250530704562,1.5202710154132895,0.678255762327667,0.9536307270036107
Cxcl9,C2,-1.2241186898157477,-1.1805464836428798,-1.2301575016378488,-1.08022962372583,-1.1859335311342831,-0.46739560025532173,-0.8126964641344825,0.8378168780791659,1.252170460874717,1.877496104368674,1.5290495103041808,1.5952311382714823,1.3094661118614375,0.16782136530034025
Oas3,C2,-1.4173945291751142,-1.3365125838210923,-1.1786061058569384,-1.3200496305893497,-1.3197254058713974,-0.9333995354415984,-0.8080157848309476,0.5376393811925531,1.0145567957371744,1.465325735993263,1.3633148909611974,1.3435422870211136,1.2707855398223094,0.24278612240340613
H2-K1,C2,-1.4346490620349948,-1.1139733128042815,-1.3768179118528607,-0.8258528626854427,-1.4848490762434756,-0.7427283612851276,-0.9381862837462553,0.49250343281207554,1.3411736427338885,1.6617071797611562,1.3306438721443075,1.1288242717922947,1.0526945488721406,0.19711915223360071
Ccl5,C2,-1.3832809596881348,-1.4539315353244675,-1.234364980455324,-0.9167850483468536,-1.0460264767510403,-0.5685892734784559,-1.0768871170262853,0.7850475254938902,1.5633593078786443,1.5844207691244139,1.2118864232730324,1.738597127441135,1.5908217444308546,0.42623144054973283
H2-Q7,C2,-1.53378108575189,-1.3434685690854558,-1.2097188281879858,-1.3039844881205724,-1.2295394360893668,-0.8950751126471423,-1.253195814304899,0.8527618814468207,1.3319897972093964,1.3799766514436538,1.6629190274609318,1.444272808052907,1.0134471042014037,0.1930083164984195
Ifit2,C2,-1.3180886981409174,-1.1350669694265578,-1.1113793682510578,-0.733389380715573,-0.9564565695701726,-0.7219557932010617,-0.9786078810217635,0.6917330033641361,1.1840521881638038,1.8098822854046743,1.5545275846972386,1.6426938149153743,0.9970553256494861,0.013204307152747952
Cxcl10,C2,-0.9447760628072639,-1.0640530939399069,-0.9596236845574729,-1.2468610484854383,-1.2891775414797642,-1.2023991198473936,-0.735390620599601,0.7732279022246699,1.1264415706224182,1.7668199027140628,1.299286624153852,1.143644088380093,0.7918964591922786,0.07110745735061569
Zbp1,C2,-1.5200359831422936,-0.9750256803140461,-0.8529564591822325,-1.4014070436646144,-1.0386202167734209,-0.7083338334747842,-0.8454773142315268,0.9417295454310617,1.2686872594687864,1.6283127149603502,1.6736545657867608,1.0187627948414937,1.045006909037502,0.44616632665783573
Tap1,C2,-1.376899149834486,-1.3960997630732206,-1.1854539821645973,-0.9914554349872465,-1.5513049948754882,-1.0098100550426812,-0.9655043614999645,0.881323373034743,1.2024987502153315,1.3024509061532106,1.7199743526378275,1.4357712299378362,0.9264482757645939,0.39972293823997807
Oas1b,C2,-1.321988482028261,-1.1114720692185238,-1.4430064187499876,-1.0085967953326047,-1.21932929719306,-1.1894199339205414,-0.6736768032573244,0.6709599154057185,1.1622501763653246,1.5006862020857372,1.312000393872155,1.1326320284004812,0.9568329171078966,-0.022449100138276473
Mx2,C2,-1.3617053005628552,-1.1637295606295344,-1.4639176282596997,-1.0716078878779736,-0.9971296037997559,-1.3440613449775818,-0.7901314378062381,0.8619843148591582,1.21117732966567,1.6763501911669665,1.1876785835508366,1.2506208058284438,1.0205102467601144,0.03738337203302994
Oas2,C2,-1.18917515900148,-0.9843477790714007,-1.336407521741016,-1.0442751704978142,-1.2888833047965436,-1.0584041494015668,-0.7741043566121535,0.7826111752990267,1.1891571667187422,1.4321009602431687,1.8025061631970636,1.4408898111430675,0.8265464031227588,0.07752423385996997
Ifit1,C2,-1.175938047109613,-1.0617810577944822,-1.2856413998790557,-0.8169214854558452,-1.2375187298038064,-0.936360045476166,-0.9493785572948227,0.660103753194144,1.291056856051098,1.4238858864502042,1.733771257889837,1.5160560692160565,0.8921462018091869,0.22950910109273814
Isg15,C2,-0.9848675202405354,-1.35417125114786,-1.1542622366238713,-0.8836632887039189,-1.5540183250644166,-0.8897704229619301,-0.6765549673476421,0.8539591855230444,1.1007927701772167,1.8276159506035525,1.5107981884229338,1.3222142418244953,0.61041179988132,0.01982244545715356
Ddx58,C2,-2.1380049398004948,-1.0958446433291027,-1.3719284149800393,-1.0914060931525793,-1.3100992603357668,-0.7595089515192744,-0.8513894752096614,0.7074380116004837,1.2011289155959128,1.5160023503493807,1.396898325096053,1.5811083720735746,1.5040209129684103,-0.14797227965998047
Stat2,C2,-1.421807834399654,-0.9859159348665831,-0.9851901146690776,-1.0628083645020647,-1.2297172090505595,-0.9745139527197795,-0.5944580150766592,0.7384946709653595,1.0810613536765512,1.4360601536592261,1.233576611469494,1.2989506051453983,1.0175207990252686,0.345933833934173
Oas1a,C2,-1.4982716938764569,-1.2133319722216331,-1.2969431942966583,-0.8810910504194356,-1.230161532057874,-0.9064662257342823,-0.7857126049099179,0.8567445686087806,1.3878552853063242,1.659846649204277,1.2871134246167546,1.1603899251771248,1.0560709498138925,0.05651792903121998
Irf7,C2,-1.373984203852939,-0.8043450832823005,-1.5325747365036146,-1.0319714201380161,-1.0520102874716075,-0.9612363326420363,-0.8106790376082674,0.8347890808792099,1.3773551964203425,1.3637379986163891,1.3634983744270452,1.3840999289479983,1.0582270707918826,-0.2016586000192194
Rsad2,C2,-1.2090922821827828,-0.9084955666306553,-1.1369109270282338,-1.0472441095137373,-1.1016576487789962,-1.1037097486576848,-0.8180863050104892,0.5391826535326129,0.8540284733275054,1.4604743464799277,1.604768203811973,1.1060199553144503,1.0165551675790487,0.10232864234991537
Ifih1,C2,-1.1858135090205368,-1.2082121641446502,-1.4453070064098317,-1.0424597871039647,-0.9399046420460895,-0.8780611049772229,-0.6061003736632808,0.7625514654413401,1.3475573704900385,1.6312856281001624,1.2329073497251013,1.2682457165679804,1.1041407534816112,0.14038081129683458
Stat1,C2,-1.3951272020850916,-1.078149183526376,-1.3214469423398816,-1.088119650707222,-1.095845207578747,-0.9729683006516571,-0.7136171275234303,1.0216261376897664,1.093090810914341,1.509899517205356,1.4532811700775012,1.3529490139319915,0.9306885165158423,0.17115281176023098
Mx1,C2,-1.283986525644249,-1.01594399187901,-1.21406890643717,-1.0136676967976377,-1.0356169456096551,-0.8943001245206624,-0.5734533352656457,0.8028827052635493,1.0048677852838546,1.6358090626661514,1.5630533554883306,1.3388068001532825,1.0985057921975452,0.2725783148442741
Tlr3,C2,-1.0431131494559573,-1.6679331981526149,-1.1457559141038194,-1.0146996991777193,-1.5159253940409454,-0.9851663069006535,-0.6276441653103869,0.8334378132040604,1.3102498359595243,1.2062975149754598,1.4463339896591136,1.5002835318967294,0.8644326516067081,-0.04324107859405632
Tapbp,C2,-1.3928540156152374,-0.8366108622625086,-1.5748497114433555,-0.6385688336334536,-1.1097753160512724,-0.8513527675997002,-0.7720758439575943,0.8181143199131631,1.2945350413493388,1.6296870911786294,1.3653207525288678,0.9744519320075514,0.9093042005990895,0.2249801428465675
C2_g01,C2,-1.9604860714843757,-0.9978712789027315,-1.1184192743579338,-0.9884034283131171,-1.162053035865438,-1.3123255303440282,-0.0883448161352739,0.4708098140610791,1.5625248245820942,1.7958664645834326,1.728234848354031,1.3227818896947359,0.7261238380429522,0.1135319806359805
C2_g02,C2,-1.1977385073148512,-1.4055950726599193,-0.9898510543441853,-0.9818975758272824,-0.9051002817152491,-0.29139147203534854,-0.391548549765745,0.9457786608721925,1.4176159763694924,1.1331993411199883,1.6424620680843787,1.541841495319328,1.1223743059315483,0.13549529369542496
C2_g03,C2,-1.456376406291479,-1.0970101237042968,-1.007572450471269,-0.941766630226536,-1.2356679463323976,-1.176379595162859,-0.4496124064030916,0.4163726316148009,1.0093256435547104,1.667264049163653,1.8005614724304482,1.5129462976559855,1.3872251461255762,0.1629366083359946
C2_g04,C2,-0.8589766110833573,-1.3918342653677656,-1.6086257593133908,-0.5159974109546496,-0.6769627360916058,-0.8585088445466098,-0.35830332664907266,1.4290463095053556,0.9469655180269144,1.6693623949110903,1.3132686912754066,1.4087432068923047,1.218398498129458,0.16366930839411614
C2_g05,C2,-1.0880137366020612,-0.983498708820238,-0.8113107709312064,-1.4060689283687613,-0.93580370826767,-1.1036087126642538,-0.9769559275319323,0.881703524954514,0.9417897605251047,1.2954462729658078,1.1616274852724016,1.2410858856526181,0.9057218309004087,-0.0739449455832395
C2_g06,C2,-1.299968151119374,-0.7002999091863491,-1.5569283900104312,-1.4258010734172324,-0.958056023556978,-0.9896647629546979,-0.38060267757527744,1.355104544375349,1.3056199621594629,1.2760755467572245,1.0409616453676616,1.1467056463095637,1.1197643651927702,0.8023723406906403
C2_g07,C2,-0.9833398712828936,-1.6052915850499938,-1.1417852696833861,-1.1468587007437194,-0.5902893553942475,-0.5994862680478468,-1.1619970222224514,1.1324907558425823,0.8764178291996109,1.6523376956456424,1.1844572164090625,1.655890833837974,1.1086949134043935,0.31304767389676247
C2_g08,C2,-1.3178523226953558,-1.4314109587648354,-1.5444548199311885,-0.8364793653953663,-1.4629549211378747,-1.084091362981578,-1.027761860215796,0.986958390774197,1.1747727907445187,1.6165311850597825,1.3579886627016942,1.175407270242948,1.3243385892001318,0.1841750758056254
C2_g09,C2,-1.6228006287128118,-1.3338896432934249,-1.4601500610627929,-1.1423665656320414,-1.5090503385358338,-0.6656865854489422,-0.2839901317269531,1.1439495134787783,1.4887971195414573,1.3726321579112972,1.3741345383711256,1.1545824612482687,0.9623931157423679,0.21415031407077084
C2_g10,C2,-0.9562243609580725,-0.9777351551778117,-0.9475863527578814,-0.4526592437878446,-0.866976445681678,-0.7286548260202415,-0.5840122931865454,0.7797067334214605,1.2759923566637656,1.2460245982205629,1.2850081597537337,1.3368939454910276,1.5212461224494918,-0.12695692562712138
C2_g11,C2,-0.5133680793436557,-0.7055447784680987,-1.9369590952958189,-0.8967274822555987,-1.5000015166858258,-0.7148811144478584,-0.5772997977842491,1.019364685994015,1.2607940880837207,1.2354040801934456,1.4023846050368896,1.5633862376530407,1.0938011060037771,0.9604139054033316
C2_g12,C2,-1.5131402985039857,-1.8603769217439956,-1.6635543901989147,-1.2094848902673359,-1.3759397353845695,-0.9080611659492387,-0.6829588934849244,0.8794192240377976,1.4113479496579637,1.8138232508554497,0.8358667537279472,1.9212290916163495,0.9315466477099805,0.009141792517295633
C2_g13,C2,-0.9839949192369359,-1.11691630242561,-1.3370464513588618,-1.4043625697881448,-1.3658980736588624,-1.50989493842893,-0.49207049937647435,0.4874646099550781,1.597214027745879,1.71136044625161,0.6754157565610144,1.1159245770020296,1.3657266032696187,0.3786156088856626
C2_g14,C2,-1.473900328929174,-1.0393435901456665,-0.5628562936135979,-1.1194304192743152,-1.1750154284568222,-1.1818261800335597,-0.2853111361566566,0.6180718331081304,1.300209647061965,0.6782043751975927,1.462010960961024,1.4520755304783055,1.1225167037570005,-0.05029191843013617
C2_g15,C2,-0.8237124883304366,-0.6262499199877646,-1.1239401396378863,-1.2964540838025431,-1.565253544419061,-1.0208094418683606,-0.694517306844076,0.7020367606462381,0.8201807733611834,1.5689048386248,1.7291357088945654,1.5396543971506964,0.061052581509903225,0.318669934490857
C2_g16,C2,-1.16340117793123,-0.9686301335833419,-0.9988906222228504,-1.3137703322735519,-1.2273055177101264,-1.4996337304672367,-0.8087285824525032,0.6757201840500595,1.1563959623507865,1.5053803212995176,1.1086519245731823,1.4319505468500509,1.5575669331993893,-0.18998200002535584
C2_g17,C2,-1.3142624191127368,-1.3438063085587821,-0.7630795254119073,-1.3113606786768837,-1.3002038010008665,-0.9057368597777684,-0.4332763827694348,0.7495627130347495,0.9913349678138079,0.7405669618642883,1.5499064568510401,1.6720832632580107,0.7134289895298783,0.42978389776253345
C2_g18,C2,-1.5546543272220175,-0.7338337058476541,-1.1097758778559725,-1.0065993671647187,-1.2570044074937141,-0.6395628257357109,-1.162427219553429,0.6971662284981532,1.1289230268637023,1.5669163166915476,1.3584234126258892,0.9330700940002239,1.2504594592500546,0.011284689882311433
C2_g19,C2,-1.3968078258975483,-0.8895240657311005,-1.189010663293396,-1.4616093444110063,-1.1940117631615113,-0.5241715778100947,-0.3786328992597413,0.7462976442298949,1.5327700335482057,1.0210881070303937,1.8380674724438495,1.3259902394823782,0.965923755854607,-0.240355113296052
C2_g20,C2,-1.1929009025240238,-0.8309864507134304,-1.6606298990356305,-0.9833304012375692,-1.1849609477952547,-0.7520323162076495,-1.1827277733357688,1.0878018991506746,1.4455968756533768,1.0459972361364143,1.430521306039158,1.0855447434123249,0.5291372150106534,-0.09567607565563874
C2_g21,C2,-1.2910701800992495,-0.8787630627195808,-1.0769255013594738,-0.6551602836409995,-0.9482702710072798,-1.4043408595242322,-0.9630263226141265,0.8234406667298704,1.1830949975515408,2.0406833894137337,1.773738005264201,1.0691236061716602,1.876641790682048,0.05075281938182047
C2_g22,C2,-1.2262451543488146,-1.481390852376761,-1.059414659261938,-0.7359752165641482,-1.1466909922140847,-1.000088453458843,-1.1519467432649517,0.14604849821511423,1.1785073866598315,0.9967046483726525,0.9411738801892328,1.7012791050466882,1.0832269772128897,0.19673484698189636
C2_g23,C2,-1.4412170453724782,-0.9961187368325959,-1.5721404285441862,-1.4266015303956374,-1.496237038778499,-1.1397098786938415,-0.38765876636177793,0.592498807785193,1.156566143908133,1.6821866483869325,1.1390305122551685,1.0345085419179068,1.167818395703003,0.5292612901588251
C2_g24,C2,-1.2657856439506288,-1.119659081420365,-1.780135652197755,-1.3618641924389268,-1.3022933988950072,-0.6867312873833216,-1.0431688163616393,0.7438244470043048,0.6979832775836448,1.113419982579779,1.1328608342061677,0.6120762764943523,0.816425223942915,-0.05896111882069763
C2_g25,C2,-1.3202417512803644,-1.3117267236584478,-1.3981792631980494,-0.922732162355118,-0.5807124889149138,-0.7143461584132371,-0.40915631080892545,0.3512575897812176,1.2666402030305697,2.062239430050616,1.1598911073598543,1.1623428527136574,1.0200322319588626,0.39181367592268124
C2_g26,C2,-1.1745352608678323,-0.9380237092996244,-1.2338242014358625,-1.2566821316944254,-1.0675218370016784,-0.6476853101956286,-0.4925040579025742,0.18391820311610962,1.211295771790123,2.0827342912008615,0.9715136244505869,1.15733169425519,1.3207188042486973,0.2056171153547087
C2_g27,C2,-1.1837495142887624,-0.9695778204969612,-1.1155583103238675,-1.1112319054207436,-1.4841293894347685,-1.3673010520140305,-1.104346416150202,0.6870164286180387,1.127669684993615,1.6734372797992814,1.6103218121891991,1.2793554830473548,1.5781128451165696,-0.11565060493304599
C2_g28,C2,-1.1990118351871808,-0.5721971813050369,-0.7099821852218141,-1.0326104276700798,-1.1839693637568076,-1.716101102811591,-0.8189431491543069,1.1386189958244681,1.3035332743548753,1.3275642563765566,1.7425216392531118,1.3297577564215035,0.8180679278217582,0.05584073059467158
C2_g29,C2,-1.7446427073555726,-0.9888438697396209,-1.164467858409802,-1.2597723735045459,-1.3201498901979227,-1.5987087588322106,-0.5573698355037042,0.6569465517920534,2.0197402752938984,1.7609543260925524,1.3352778210732672,1.2015451129129862,1.4329957705291565,-0.17904839056615998
C2_g30,C2,-1.9750369753636228,-0.9688336162917096,-0.9212443128822387,-0.9967249904336601,-1.2130245276727714,-1.184025065445952,-0.7736503064247877,0.6817364817354554,1.0431949104171085,1.503680835165934,1.4348538032156979,1.3417286834576485,1.2687333046417235,-0.21616992804175114
C2_g31,C2,-0.8737216026687682,-1.2546885348073125,-1.2331959171630529,-0.913492788186865,-1.1927733532140057,-1.0664400579671978,-0.6356175394813792,1.0428792456676659,0.9845475622912463,1.7106162257857165,1.2854558470581436,0.915551147922085,0.8818390167192367,-0.1285984065412283
C2_g32,C2,-1.268364008810474,-0.8852884647690168,-1.1507771529635014,-1.0307567937928892,-1.0207918242340541,-0.5824785077786039,-0.8573196938342874,-5.380038300495382e-4,0.9169713410641742,2.2,1.433545948998478,1.122448338230519,1.2602199244591143,0.3247841516022093
C2_g33,C2,-1.0962262369713331,-0.9829139975771048,-1.294571154640664,-0.8755659972855752,-1.5020843468748684,-1.1551169935142487,-1.0320672093451564,0.21793611602941976,0.9574910072957069,1.396282431138091,1.305246887101708,1.1265683304421072,1.1613666185477094,0.3041170893426499
C2_g34,C2,-1.3627265053119644,-1.538347713531074,-1.0821025498148749,-1.0333403245068014,-1.339226010387678,-1.1061527223313656,-0.6180478851186471,0.29671532802164524,1.3388933403324867,1.257695460380137,0.695921311855644,1.8670092086776238,1.3204236875620328,0.5613891685077327
C2_g35,C2,-2.0203198559901203,-1.7663214002663925,-1.1458096443884422,-1.4098729968661798,-1.3924593871248796,-1.0085648193293058,-0.9263239485812566,0.15548687774699532,1.1822305374390347,1.2746116383281343,1.2027407309822271,1.5061078125498637,0.9865129885452932,-0.05753249716091538
C2_g36,C2,-1.382432645521409,-1.4217527621584563,-1.7432354535242216,-1.3632273698828496,-0.916980917175309,-0.8246148193767036,-0.7411849491796192,0.8816099314356575,0.672743907912946,1.7754315497187774,1.8741996689435576,1.346114701948412,1.0524240700383292,0.35354164552228734
C2_g37,C2,-1.2559209337051043,-0.9117865399961322,-1.2655304115633488,-0.9246127783171201,-0.5102953031161384,-1.234961271117629,-0.6061738488792084,0.9325803727060582,1.5587160773153816,1.0051645481624263,1.4533538028169395,1.5959697455384916,0.6200911011995709,-0.3127537857098144
C2_g38,C2,-1.4972909815091375,-1.835111885319216,-0.9158341492347505,-0.5653405170780154,-1.2592506817595062,-0.9030891378583139,-1.0235955931517866,0.8144835076481948,1.2398046849768554,1.5679220595192334,1.8275025065776291,1.3012767622048316,0.8973884357951802,-0.3541225143965011
C2_g39,C2,-1.6372020860618137,-0.7273241235626533,-1.1065959348915948,-1.2017597753985512,-1.0270055194730978,-0.710252901089387,-1.0434239522132704,0.7697950941741986,1.4096833985461907,1.6758004521640077,1.5488782767707396,1.693588294140688,1.2526819514977063,1.114267833085762
C2_g40,C2,-1.1281568834213647,-0.379374185272783,-1.015522544670273,-1.2907115263933957,-0.8849730320439549,-1.0965188253729874,-0.810611809693715,0.8516084894189954,0.7796016826475941,1.6256563310759644,1.100861542108333,1.3049982481805609,0.941246351194499,-0.5490100417031194
C2_g41,C2,-1.5835120859792424,-1.2201608805124833,-1.1626184916940745,-1.2951067731512138,-1.1981942972674513,-0.4074009733497589,-0.4713460003365838,1.1192765048699131,1.0413205626999282,1.4152432177647918,1.228074270449783,1.294995213722421,1.212793633158723,0.02668197978097761
C2_g42,C2,-1.8338398365817656,-1.4381433719294145,-1.7081800029089833,-2.0120218027098105,-0.9508056881633065,-1.291113292756711,-0.590144461157397,0.6143218514291531,1.0078816471391205,1.3366598960212057,1.6804053124691296,1.5349381386172307,0.9109425131739088,0.6278262140766204
C2_g43,C2,-1.5545988121697765,-1.3389215521520705,-1.5215400600936122,-1.4611903537053217,-1.2145167995828423,-0.44488303477423907,-1.0918268042434622,0.46566130477890877,1.3581979965521669,1.9635332293997985,1.7573000382419086,0.942905078967242,1.789424985640977,0.668048306741513
