"gcf","type","n","weight","facet","db","distance"
"gcf_11220","Other",1,1,"BGC class","MIBiG",0.586666752886111
"gcf_11224","NRPS",1,1,"BGC class","RefSeq",0.214795514738924
"gcf_11224","NRPS",1,1,"BGC class","MIBiG",0.283694911977351
"gcf_1123","Terpenes",6,1,"BGC class","RefSeq",0.306639369092844
"gcf_1123","Terpenes",6,1,"BGC class","MIBiG",0.479699507105549
"gcf_11235","Other",1,1,"BGC class","RefSeq",0.432328757654407
"gcf_11235","Other",1,1,"BGC class","MIBiG",0.635820149062294
"gcf_11237","NRPS",1,1,"BGC class","RefSeq",0.0612145306621105
"gcf_11237","NRPS",1,1,"BGC class","MIBiG",0.534064146119585
"gcf_11248","NRPS",1,0.5,"BGC class","RefSeq",0.202815163545574
"gcf_11248","NRPS",1,0.5,"BGC class","MIBiG",0.234073684194571
"gcf_11248","T1PKS",1,0.5,"BGC class","RefSeq",0.202815163545574
"gcf_11248","T1PKS",1,0.5,"BGC class","MIBiG",0.234073684194571
"gcf_11249","Other",1,1,"BGC class","RefSeq",0.449419476943035
"gcf_11249","Other",1,1,"BGC class","MIBiG",0.554188953624891
"gcf_11250","T2/3PKS",1,1,"BGC class","RefSeq",0.479694097626984
"gcf_11250","T2/3PKS",1,1,"BGC class","MIBiG",0.606065976363245
"gcf_11257","Other",1,1,"BGC class","RefSeq",0.253378855952856
"gcf_11257","Other",1,1,"BGC class","MIBiG",0.740564718585792
"gcf_11258","RiPPs",1,1,"BGC class","RefSeq",0.453314648751132
"gcf_11258","RiPPs",1,1,"BGC class","MIBiG",0.707074950293146
"gcf_1126","Other",2,1,"BGC class","RefSeq",0.180335280967306
"gcf_1126","Other",2,1,"BGC class","MIBiG",0.36463585945732
"gcf_11260","Terpenes",1,1,"BGC class","RefSeq",0.198347716373438
"gcf_11260","Terpenes",1,1,"BGC class","MIBiG",0.387540915592709
"gcf_11262","RiPPs",4,1,"BGC class","RefSeq",0.296855800915714
"gcf_11262","RiPPs",4,1,"BGC class","MIBiG",0.738372023932909
"gcf_11264","Terpenes",3,1,"BGC class","RefSeq",0.210010616792964
"gcf_11264","Terpenes",3,1,"BGC class","MIBiG",0.362653130569546
"gcf_1127","Terpenes",1,1,"BGC class","RefSeq",0.44951811743682
"gcf_1127","Terpenes",1,1,"BGC class","MIBiG",0.708940991318507
"gcf_11276","RiPPs",2,1,"BGC class","RefSeq",0.30543073017284
"gcf_11276","RiPPs",2,1,"BGC class","MIBiG",0.693422489701264
"gcf_1128","Other",1,1,"BGC class","RefSeq",0.334162447390772
"gcf_1128","Other",1,1,"BGC class","MIBiG",0.700332778804588
"gcf_11283","Terpenes",1,1,"BGC class","RefSeq",0.437755906164741
"gcf_11283","Terpenes",1,1,"BGC class","MIBiG",0.623031482537474
"gcf_11284","Terpenes",1,1,"BGC class","RefSeq",0.23189114028756
"gcf_11284","Terpenes",1,1,"BGC class","MIBiG",0.756712324709031
"gcf_11286","Other",1,1,"BGC class","RefSeq",0.521753256134249
"gcf_11286","Other",1,1,"BGC class","MIBiG",0.735712278209615
"gcf_11290","NRPS",1,1,"BGC class","RefSeq",0.32028021177492
"gcf_11290","NRPS",1,1,"BGC class","MIBiG",0.500788945087184
"gcf_11295","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_11295","RiPPs",1,1,"BGC class","MIBiG",0.530958424017657
"gcf_113","Other",3,1,"BGC class","RefSeq",0.183975065975805
"gcf_113","Other",3,1,"BGC class","MIBiG",0.623541542850308
"gcf_1130","RiPPs",1,1,"BGC class","RefSeq",0.253996153407749
"gcf_1130","RiPPs",1,1,"BGC class","MIBiG",0.738690168032605
"gcf_11300","Terpenes",1,1,"BGC class","RefSeq",0.491642875242084
"gcf_11300","Terpenes",1,1,"BGC class","MIBiG",0.656372770089661
"gcf_11314","NRPS",1,1,"BGC class","RefSeq",0
"gcf_11314","NRPS",1,1,"BGC class","MIBiG",0.406024777386871
"gcf_11317","NRPS",1,0.5,"BGC class","RefSeq",2.22044604925031e-16
"gcf_11317","NRPS",1,0.5,"BGC class","MIBiG",0.524954301364486
"gcf_11317","Other",1,0.5,"BGC class","RefSeq",2.22044604925031e-16
"gcf_11317","Other",1,0.5,"BGC class","MIBiG",0.524954301364486
"gcf_11319","RiPPs",1,1,"BGC class","RefSeq",0.359580467661546
"gcf_11319","RiPPs",1,1,"BGC class","MIBiG",0.640336377071067
"gcf_1132","NRPS",1,1,"BGC class","RefSeq",0.534786955861332
"gcf_1132","NRPS",1,1,"BGC class","MIBiG",0.759838557247467
"gcf_11320","Other",2,1,"BGC class","RefSeq",0.253743107792503
"gcf_11320","Other",2,1,"BGC class","MIBiG",0.573905760529473
"gcf_1133","Other",1,1,"BGC class","RefSeq",0.295953053675903
"gcf_1133","Other",1,1,"BGC class","MIBiG",0.457269919736276
"gcf_11330","Terpenes",1,1,"BGC class","RefSeq",0.357263589987168
"gcf_11330","Terpenes",1,1,"BGC class","MIBiG",0.44757282719801
"gcf_11332","Terpenes",1,1,"BGC class","RefSeq",0.419777940415904
"gcf_11332","Terpenes",1,1,"BGC class","MIBiG",0.455830843054207
"gcf_11334","Terpenes",1,1,"BGC class","RefSeq",1.11022302462516e-16
"gcf_11334","Terpenes",1,1,"BGC class","MIBiG",0.297753116823217
"gcf_11337","T2/3PKS",1,1,"BGC class","RefSeq",0.318761826821818
"gcf_11337","T2/3PKS",1,1,"BGC class","MIBiG",0.454616373121937
"gcf_11338","Terpenes",1,1,"BGC class","RefSeq",0.32459233002629
"gcf_11338","Terpenes",1,1,"BGC class","MIBiG",0.623178175693597
"gcf_11339","T2/3PKS",1,1,"BGC class","RefSeq",0.304381814681178
"gcf_11339","T2/3PKS",1,1,"BGC class","MIBiG",0.42592878858492
"gcf_1134","Terpenes",1,1,"BGC class","RefSeq",0.384590166104861
"gcf_1134","Terpenes",1,1,"BGC class","MIBiG",0.591281783290823
"gcf_11340","NRPS",1,0.5,"BGC class","RefSeq",0.0478095428609533
"gcf_11340","NRPS",1,0.5,"BGC class","MIBiG",0.247266534810283
"gcf_11340","Other",1,0.5,"BGC class","RefSeq",0.0478095428609533
"gcf_11340","Other",1,0.5,"BGC class","MIBiG",0.247266534810283
"gcf_11347","NRPS",1,1,"BGC class","RefSeq",0.34540192384613
"gcf_11347","NRPS",1,1,"BGC class","MIBiG",0.449230429219225
"gcf_11348","RiPPs",1,1,"BGC class","RefSeq",0.434157810346367
"gcf_11348","RiPPs",1,1,"BGC class","MIBiG",0.707523343570157
"gcf_11350","T2/3PKS",1,1,"BGC class","RefSeq",0
"gcf_11350","T2/3PKS",1,1,"BGC class","MIBiG",0.313320488325772
"gcf_11351","Terpenes",1,1,"BGC class","RefSeq",0.312107065741507
"gcf_11351","Terpenes",1,1,"BGC class","MIBiG",0.626456316181186
"gcf_11353","Terpenes",1,1,"BGC class","RefSeq",0.0313979132950895
"gcf_11353","Terpenes",1,1,"BGC class","MIBiG",0.594881871815067
"gcf_11356","Other",13,1,"BGC class","RefSeq",1.28102656687518e-16
"gcf_11356","Other",13,1,"BGC class","MIBiG",0.165239063756237
"gcf_11358","Terpenes",1,1,"BGC class","RefSeq",0.139083935224673
"gcf_11358","Terpenes",1,1,"BGC class","MIBiG",0.25973607313264
"gcf_11359","Terpenes",1,1,"BGC class","RefSeq",0.28358143007158
"gcf_11359","Terpenes",1,1,"BGC class","MIBiG",0.40437664246986
"gcf_11360","NRPS",1,1,"BGC class","RefSeq",0
"gcf_11360","NRPS",1,1,"BGC class","MIBiG",0.529411764705882
"gcf_11362","T2/3PKS",1,1,"BGC class","RefSeq",0.520865210578868
"gcf_11362","T2/3PKS",1,1,"BGC class","MIBiG",0.652256073452551
"gcf_11365","T2/3PKS",1,1,"BGC class","RefSeq",0
"gcf_11365","T2/3PKS",1,1,"BGC class","MIBiG",0.340071497275498
"gcf_11366","NRPS",1,1,"BGC class","RefSeq",0.213498566600091
"gcf_11366","NRPS",1,1,"BGC class","MIBiG",0.338285318780321
"gcf_11369","RiPPs",1,1,"BGC class","RefSeq",1.11022302462516e-16
"gcf_11369","RiPPs",1,1,"BGC class","MIBiG",0.458333333333333
"gcf_1137","RiPPs",3,1,"BGC class","RefSeq",0.116547791401228
"gcf_1137","RiPPs",3,1,"BGC class","MIBiG",0.663064547885871
"gcf_11371","T1PKS",1,1,"BGC class","RefSeq",0.00112994350282458
"gcf_11371","T1PKS",1,1,"BGC class","MIBiG",0.260310644758051
"gcf_11372","NRPS",1,0.25,"BGC class","RefSeq",0.34923873001536
"gcf_11372","NRPS",1,0.25,"BGC class","MIBiG",0.40786058984065
"gcf_11372","RiPPs",1,0.25,"BGC class","RefSeq",0.34923873001536
"gcf_11372","RiPPs",1,0.25,"BGC class","MIBiG",0.40786058984065
"gcf_11372","T1PKS",1,0.25,"BGC class","RefSeq",0.34923873001536
"gcf_11372","T1PKS",1,0.25,"BGC class","MIBiG",0.40786058984065
"gcf_11372","T2/3PKS",1,0.25,"BGC class","RefSeq",0.34923873001536
"gcf_11372","T2/3PKS",1,0.25,"BGC class","MIBiG",0.40786058984065
"gcf_11374","Other",1,1,"BGC class","RefSeq",0.322551993846713
"gcf_11374","Other",1,1,"BGC class","MIBiG",0.628589586145478
"gcf_1138","NRPS",2,1,"BGC class","RefSeq",0.46625763987878
"gcf_1138","NRPS",2,1,"BGC class","MIBiG",0.602542844353995
"gcf_11380","NRPS",1,1,"BGC class","RefSeq",0.471349316925205
"gcf_11380","NRPS",1,1,"BGC class","MIBiG",0.66870542177546
"gcf_11387","RiPPs",1,1,"BGC class","RefSeq",0.194039300230682
"gcf_11387","RiPPs",1,1,"BGC class","MIBiG",0.230768803703633
"gcf_1139","T2/3PKS",2,1,"BGC class","RefSeq",0.327483845720724
"gcf_1139","T2/3PKS",2,1,"BGC class","MIBiG",0.476884621903815
"gcf_11390","T2/3PKS",1,1,"BGC class","RefSeq",0.197757719048953
"gcf_11390","T2/3PKS",1,1,"BGC class","MIBiG",0.415280561926428
"gcf_11391","Terpenes",1,1,"BGC class","RefSeq",0.0533459733599364
"gcf_11391","Terpenes",1,1,"BGC class","MIBiG",0.680583436729536
"gcf_11396","NRPS",1,1,"BGC class","RefSeq",0.452512300338067
"gcf_11396","NRPS",1,1,"BGC class","MIBiG",0.636434390451321
"gcf_11402","RiPPs",1,1,"BGC class","RefSeq",0.517225121800677
"gcf_11402","RiPPs",1,1,"BGC class","MIBiG",0.533170907466324
"gcf_11412","Terpenes",1,1,"BGC class","RefSeq",0.370322231582057
"gcf_11412","Terpenes",1,1,"BGC class","MIBiG",0.517802031368463
"gcf_11413","NRPS",1,1,"BGC class","RefSeq",0.464560227254813
"gcf_11413","NRPS",1,1,"BGC class","MIBiG",0.620103092348242
"gcf_11414","Other",1,1,"BGC class","RefSeq",0.514314197349275
"gcf_11414","Other",1,1,"BGC class","MIBiG",0.728948909177779
"gcf_11416","Other",1,1,"BGC class","RefSeq",1.11022302462516e-16
"gcf_11416","Other",1,1,"BGC class","MIBiG",0.774440102559328
"gcf_11418","Terpenes",1,1,"BGC class","RefSeq",0.252286212785427
"gcf_11418","Terpenes",1,1,"BGC class","MIBiG",0.484940387511466
"gcf_1142","T2/3PKS",2,1,"BGC class","RefSeq",0.43424512129949
"gcf_1142","T2/3PKS",2,1,"BGC class","MIBiG",0.694312149989441
"gcf_11421","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_11421","RiPPs",1,1,"BGC class","MIBiG",0.663064547885871
"gcf_11426","NRPS",1,1,"BGC class","RefSeq",0.587072746212605
"gcf_11426","NRPS",1,1,"BGC class","MIBiG",0.682553523263826
"gcf_1143","RiPPs",2,1,"BGC class","RefSeq",0.292893218813453
"gcf_1143","RiPPs",2,1,"BGC class","MIBiG",0.597542758810435
"gcf_11434","RiPPs",1,1,"BGC class","RefSeq",0.276007027613726
"gcf_11434","RiPPs",1,1,"BGC class","MIBiG",0.328544078523828
"gcf_11435","Other",1,1,"BGC class","RefSeq",0.529856381097323
"gcf_11435","Other",1,1,"BGC class","MIBiG",0.836280740959249
"gcf_11438","Terpenes",1,1,"BGC class","RefSeq",0.502060797237258
"gcf_11438","Terpenes",1,1,"BGC class","MIBiG",0.681738025167916
"gcf_1144","RiPPs",1,1,"BGC class","RefSeq",0.0434782608695653
"gcf_1144","RiPPs",1,1,"BGC class","MIBiG",0.685033463416862
"gcf_11440","Other",1,1,"BGC class","RefSeq",0
"gcf_11440","Other",1,1,"BGC class","MIBiG",0.729072044545716
"gcf_11441","Other",2,1,"BGC class","RefSeq",0.034995627415229
"gcf_11441","Other",2,1,"BGC class","MIBiG",0.68140692516761
"gcf_11443","RiPPs",2,1,"BGC class","RefSeq",0
"gcf_11443","RiPPs",2,1,"BGC class","MIBiG",0.663064547885871
"gcf_11444","NRPS",1,0.5,"BGC class","RefSeq",0.492969334405102
"gcf_11444","NRPS",1,0.5,"BGC class","MIBiG",0.616179589619715
"gcf_11444","RiPPs",1,0.5,"BGC class","RefSeq",0.492969334405102
"gcf_11444","RiPPs",1,0.5,"BGC class","MIBiG",0.616179589619715
"gcf_11449","NRPS",1,1,"BGC class","RefSeq",1.11022302462516e-16
"gcf_11449","NRPS",1,1,"BGC class","MIBiG",0.229166666666667
"gcf_1145","Terpenes",1,1,"BGC class","RefSeq",0.359544295090682
"gcf_1145","Terpenes",1,1,"BGC class","MIBiG",0.478297871294246
"gcf_11452","RiPPs",1,1,"BGC class","RefSeq",0.316279069767442
"gcf_11452","RiPPs",1,1,"BGC class","MIBiG",0.531759285412786
"gcf_11455","NRPS",1,0.5,"BGC class","RefSeq",0.455160173642455
"gcf_11455","NRPS",1,0.5,"BGC class","MIBiG",0.578749514316512
"gcf_11455","Terpenes",1,0.5,"BGC class","RefSeq",0.455160173642455
"gcf_11455","Terpenes",1,0.5,"BGC class","MIBiG",0.578749514316512
"gcf_1146","Terpenes",11,1,"BGC class","RefSeq",0.342066663447764
"gcf_1146","Terpenes",11,1,"BGC class","MIBiG",0.454184216475911
"gcf_11461","Other",1,1,"BGC class","RefSeq",0
"gcf_11461","Other",1,1,"BGC class","MIBiG",0.690535847430581
"gcf_11462","NRPS",1,1,"BGC class","RefSeq",0.300074363148583
"gcf_11462","NRPS",1,1,"BGC class","MIBiG",0.575578709096752
"gcf_11465","Other",1,1,"BGC class","RefSeq",0.500599716055163
"gcf_11465","Other",1,1,"BGC class","MIBiG",0.546953826163452
"gcf_11467","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_11467","RiPPs",1,1,"BGC class","MIBiG",0.763198888610843
"gcf_1147","NRPS",1,1,"BGC class","RefSeq",0.237182752299471
"gcf_1147","NRPS",1,1,"BGC class","MIBiG",0.543517569783325
"gcf_11472","T2/3PKS",1,1,"BGC class","RefSeq",0.320868978694553
"gcf_11472","T2/3PKS",1,1,"BGC class","MIBiG",0.374353336609226
"gcf_1148","Terpenes",1,1,"BGC class","RefSeq",0.52149481995808
"gcf_1148","Terpenes",1,1,"BGC class","MIBiG",0.730051498183042
"gcf_11480","Other",1,1,"BGC class","RefSeq",0.49932980832231
"gcf_11480","Other",1,1,"BGC class","MIBiG",0.597541435740244
"gcf_1149","Terpenes",11,1,"BGC class","RefSeq",0.217467769984452
"gcf_1149","Terpenes",11,1,"BGC class","MIBiG",0.520428272437074
"gcf_11490","Terpenes",1,1,"BGC class","RefSeq",0.288665337903986
"gcf_11490","Terpenes",1,1,"BGC class","MIBiG",0.595368962637954
"gcf_11498","NRPS",1,1,"BGC class","RefSeq",0.439429796959538
"gcf_11498","NRPS",1,1,"BGC class","MIBiG",0.541495065197117
"gcf_115","T2/3PKS",5,1,"BGC class","RefSeq",0.0667303761947597
"gcf_115","T2/3PKS",5,1,"BGC class","MIBiG",0.452834896084918
"gcf_11503","Other",1,1,"BGC class","RefSeq",0.520102920582809
"gcf_11503","Other",1,1,"BGC class","MIBiG",0.639873393242675
"gcf_11504","Terpenes",1,1,"BGC class","RefSeq",0.498140566286581
"gcf_11504","Terpenes",1,1,"BGC class","MIBiG",0.686260367817771
"gcf_11508","NRPS",1,1,"BGC class","RefSeq",0.404490105344979
"gcf_11508","NRPS",1,1,"BGC class","MIBiG",0.661351894021922
"gcf_11510","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_11510","RiPPs",1,1,"BGC class","MIBiG",0.748775788411868
"gcf_11513","RiPPs",1,1,"BGC class","RefSeq",0.321767001687473
"gcf_11513","RiPPs",1,1,"BGC class","MIBiG",0.69489197144141
"gcf_11517","RiPPs",1,1,"BGC class","RefSeq",0.330410519993025
"gcf_11517","RiPPs",1,1,"BGC class","MIBiG",0.791531824864451
"gcf_1152","Terpenes",2,1,"BGC class","RefSeq",0.366329666228203
"gcf_1152","Terpenes",2,1,"BGC class","MIBiG",0.485970716596118
"gcf_11522","NRPS",1,1,"BGC class","RefSeq",0.141468181889599
"gcf_11522","NRPS",1,1,"BGC class","MIBiG",0.198636704479629
"gcf_11523","Terpenes",1,1,"BGC class","RefSeq",0.444063012504174
"gcf_11523","Terpenes",1,1,"BGC class","MIBiG",0.865712067547082
"gcf_11524","Other",1,1,"BGC class","RefSeq",0.461997796069617
"gcf_11524","Other",1,1,"BGC class","MIBiG",0.720239918558014
"gcf_11525","Terpenes",1,1,"BGC class","RefSeq",0.360484308191578
"gcf_11525","Terpenes",1,1,"BGC class","MIBiG",0.623333384368847
"gcf_1153","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_1153","RiPPs",1,1,"BGC class","MIBiG",0.376365127221501
"gcf_11532","Other",1,1,"BGC class","RefSeq",0.405871920259759
"gcf_11532","Other",1,1,"BGC class","MIBiG",0.683207443777315
"gcf_11533","Other",1,1,"BGC class","RefSeq",0.270036497262728
"gcf_11533","Other",1,1,"BGC class","MIBiG",0.274985459428403
"gcf_11540","RiPPs",1,1,"BGC class","RefSeq",0.295999021272853
"gcf_11540","RiPPs",1,1,"BGC class","MIBiG",0.746860073049691
"gcf_11544","Terpenes",1,1,"BGC class","RefSeq",0.571819891630686
"gcf_11544","Terpenes",1,1,"BGC class","MIBiG",0.686510992086753
"gcf_11548","RiPPs",1,1,"BGC class","RefSeq",0.386133164123214
"gcf_11548","RiPPs",1,1,"BGC class","MIBiG",0.441517076661541
"gcf_11549","Terpenes",1,1,"BGC class","RefSeq",0.32446143854366
"gcf_11549","Terpenes",1,1,"BGC class","MIBiG",0.387241694950539
"gcf_1155","Other",1,1,"BGC class","RefSeq",1.11022302462516e-16
"gcf_1155","Other",1,1,"BGC class","MIBiG",0.451527063847151
"gcf_11550","RiPPs",1,1,"BGC class","RefSeq",0.166384228653699
"gcf_11550","RiPPs",1,1,"BGC class","MIBiG",0.701570624016464
"gcf_11556","RiPPs",1,1,"BGC class","RefSeq",0.308924513111117
"gcf_11556","RiPPs",1,1,"BGC class","MIBiG",0.407451447664095
"gcf_11557","Terpenes",1,1,"BGC class","RefSeq",0.318600674935837
"gcf_11557","Terpenes",1,1,"BGC class","MIBiG",0.761917370989112
"gcf_11558","NRPS",1,1,"BGC class","RefSeq",0.585777986540738
"gcf_11558","NRPS",1,1,"BGC class","MIBiG",0.734190418029806
"gcf_1156","Other",1,0.5,"BGC class","RefSeq",2.22044604925031e-16
"gcf_1156","Other",1,0.5,"BGC class","MIBiG",0.461364430592126
"gcf_1156","RiPPs",1,0.5,"BGC class","RefSeq",2.22044604925031e-16
"gcf_1156","RiPPs",1,0.5,"BGC class","MIBiG",0.461364430592126
"gcf_11560","Terpenes",1,1,"BGC class","RefSeq",0.406961990621748
"gcf_11560","Terpenes",1,1,"BGC class","MIBiG",0.515031179420896
"gcf_11562","Other",1,1,"BGC class","RefSeq",0.326510003816297
"gcf_11562","Other",1,1,"BGC class","MIBiG",0.721616128984947
"gcf_11564","NRPS",1,1,"BGC class","RefSeq",0.358085789377128
"gcf_11564","NRPS",1,1,"BGC class","MIBiG",0.6120667178672
"gcf_11566","Terpenes",1,1,"BGC class","RefSeq",0.270361387025579
"gcf_11566","Terpenes",1,1,"BGC class","MIBiG",0.549477750793922
"gcf_11569","T2/3PKS",1,1,"BGC class","RefSeq",0.517655948495945
"gcf_11569","T2/3PKS",1,1,"BGC class","MIBiG",0.585387000050785
"gcf_1157","RiPPs",1,1,"BGC class","RefSeq",0.318983656668058
"gcf_1157","RiPPs",1,1,"BGC class","MIBiG",0.569451013165705
"gcf_11570","Other",1,1,"BGC class","RefSeq",0.212695660665247
"gcf_11570","Other",1,1,"BGC class","MIBiG",0.559860792337888
"gcf_11576","Terpenes",1,1,"BGC class","RefSeq",0.012903766414351
"gcf_11576","Terpenes",1,1,"BGC class","MIBiG",0.479510670429959
"gcf_11582","Terpenes",2,1,"BGC class","RefSeq",0.0526195941616466
"gcf_11582","Terpenes",2,1,"BGC class","MIBiG",0.753316352917221
"gcf_11586","NRPS",1,1,"BGC class","RefSeq",0.391382631621945
"gcf_11586","NRPS",1,1,"BGC class","MIBiG",0.448734512936851
"gcf_1159","Other",3,1,"BGC class","RefSeq",0.554972844322367
"gcf_1159","Other",3,1,"BGC class","MIBiG",0.762280995178355
"gcf_11598","Terpenes",1,1,"BGC class","RefSeq",0.339225169499188
"gcf_11598","Terpenes",1,1,"BGC class","MIBiG",0.854013626279638
"gcf_11601","Other",1,1,"BGC class","RefSeq",1.11022302462516e-16
"gcf_11601","Other",1,1,"BGC class","MIBiG",0.516985165514522
"gcf_11607","RiPPs",1,1,"BGC class","RefSeq",0.332518959333985
"gcf_11607","RiPPs",1,1,"BGC class","MIBiG",0.332518959333985
"gcf_11608","T2/3PKS",1,1,"BGC class","RefSeq",0.384691542919734
"gcf_11608","T2/3PKS",1,1,"BGC class","MIBiG",0.584989630783306
"gcf_1161","Other",1,1,"BGC class","RefSeq",0.168323760661689
"gcf_1161","Other",1,1,"BGC class","MIBiG",0.264828624650364
"gcf_11610","RiPPs",1,1,"BGC class","RefSeq",0.116547791401228
"gcf_11610","RiPPs",1,1,"BGC class","MIBiG",0.567574434244806
"gcf_11612","NRPS",1,1,"BGC class","RefSeq",0.483272569798951
"gcf_11612","NRPS",1,1,"BGC class","MIBiG",0.568544502695995
"gcf_11613","NRPS",1,1,"BGC class","RefSeq",0.0118191939310761
"gcf_11613","NRPS",1,1,"BGC class","MIBiG",0.654716378580189
"gcf_11614","NRPS",1,1,"BGC class","RefSeq",0.480141008367355
"gcf_11614","NRPS",1,1,"BGC class","MIBiG",0.500513051304061
"gcf_11617","Terpenes",2,1,"BGC class","RefSeq",0.0430815434060483
"gcf_11617","Terpenes",2,1,"BGC class","MIBiG",0.627505793764505
"gcf_11618","Terpenes",1,1,"BGC class","RefSeq",0.135503013436761
"gcf_11618","Terpenes",1,1,"BGC class","MIBiG",0.574941178415563
"gcf_11623","RiPPs",1,1,"BGC class","RefSeq",0.169491525423729
"gcf_11623","RiPPs",1,1,"BGC class","MIBiG",0.719125293191966
"gcf_11624","NRPS",1,1,"BGC class","RefSeq",0.317510381611617
"gcf_11624","NRPS",1,1,"BGC class","MIBiG",0.441199441199162
"gcf_11628","Terpenes",1,1,"BGC class","RefSeq",0.251584798259546
"gcf_11628","Terpenes",1,1,"BGC class","MIBiG",0.527531702797497
"gcf_11629","RiPPs",1,1,"BGC class","RefSeq",0.337915289118106
"gcf_11629","RiPPs",1,1,"BGC class","MIBiG",0.648876558411608
"gcf_1163","Other",3,1,"BGC class","RefSeq",0.0661841502857719
"gcf_1163","Other",3,1,"BGC class","MIBiG",0.288563420795316
"gcf_11632","RiPPs",1,1,"BGC class","RefSeq",0.351255392918453
"gcf_11632","RiPPs",1,1,"BGC class","MIBiG",0.575735931288071
"gcf_11634","Terpenes",1,1,"BGC class","RefSeq",1.11022302462516e-16
"gcf_11634","Terpenes",1,1,"BGC class","MIBiG",0.25658501205703
"gcf_11637","Terpenes",1,1,"BGC class","RefSeq",0
"gcf_11637","Terpenes",1,1,"BGC class","MIBiG",0.800620171211297
"gcf_11642","Other",1,1,"BGC class","RefSeq",0.11117858857892
"gcf_11642","Other",1,1,"BGC class","MIBiG",0.270157239848572
"gcf_11643","RiPPs",1,1,"BGC class","RefSeq",0.195652173913044
"gcf_11643","RiPPs",1,1,"BGC class","MIBiG",0.700598641637669
"gcf_11648","NRPS",1,1,"BGC class","RefSeq",0.242207286098304
"gcf_11648","NRPS",1,1,"BGC class","MIBiG",0.294143040295709
"gcf_1165","Terpenes",1,1,"BGC class","RefSeq",0.406216839706175
"gcf_1165","Terpenes",1,1,"BGC class","MIBiG",0.584982159234718
"gcf_11650","RiPPs",1,1,"BGC class","RefSeq",0.0403703507449622
"gcf_11650","RiPPs",1,1,"BGC class","MIBiG",0.749785389264282
"gcf_11652","Other",1,1,"BGC class","RefSeq",2.22044604925031e-16
"gcf_11652","Other",1,1,"BGC class","MIBiG",0.511205475009243
"gcf_11655","NRPS",1,1,"BGC class","RefSeq",0
"gcf_11655","NRPS",1,1,"BGC class","MIBiG",0.728209017438863
"gcf_11660","T2/3PKS",1,1,"BGC class","RefSeq",0.386148908103684
"gcf_11660","T2/3PKS",1,1,"BGC class","MIBiG",0.47236237406009
"gcf_11667","T2/3PKS",1,1,"BGC class","RefSeq",0.482807218521167
"gcf_11667","T2/3PKS",1,1,"BGC class","MIBiG",0.611469303787335
"gcf_11670","RiPPs",1,1,"BGC class","RefSeq",3.33066907387547e-16
"gcf_11670","RiPPs",1,1,"BGC class","MIBiG",0.566702202044445
"gcf_11672","NRPS",1,0.5,"BGC class","RefSeq",0.43141271594233
"gcf_11672","NRPS",1,0.5,"BGC class","MIBiG",0.67636169505359
"gcf_11672","RiPPs",1,0.5,"BGC class","RefSeq",0.43141271594233
"gcf_11672","RiPPs",1,0.5,"BGC class","MIBiG",0.67636169505359
"gcf_11677","NRPS",1,1,"BGC class","RefSeq",0
"gcf_11677","NRPS",1,1,"BGC class","MIBiG",0.748817015172137
"gcf_11682","RiPPs",1,1,"BGC class","RefSeq",0.614128183429355
"gcf_11682","RiPPs",1,1,"BGC class","MIBiG",0.696566957545496
"gcf_11684","Other",1,1,"BGC class","RefSeq",0.448640734883144
"gcf_11684","Other",1,1,"BGC class","MIBiG",0.771978336912961
"gcf_11686","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_11686","RiPPs",1,1,"BGC class","MIBiG",0.534678030649666
"gcf_11688","Other",2,1,"BGC class","RefSeq",0.0273721171176477
"gcf_11688","Other",2,1,"BGC class","MIBiG",0.509040328551887
"gcf_1169","Terpenes",3,1,"BGC class","RefSeq",0.293829381964025
"gcf_1169","Terpenes",3,1,"BGC class","MIBiG",0.745762417234761
"gcf_11694","Terpenes",1,1,"BGC class","RefSeq",0.474919623572351
"gcf_11694","Terpenes",1,1,"BGC class","MIBiG",0.657012090407421
"gcf_11696","Terpenes",1,1,"BGC class","RefSeq",0
"gcf_11696","Terpenes",1,1,"BGC class","MIBiG",0.507032819352597
"gcf_1170","Other",1,1,"BGC class","RefSeq",0.399985730763283
"gcf_1170","Other",1,1,"BGC class","MIBiG",0.648876558411608
"gcf_11700","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_11700","RiPPs",1,1,"BGC class","MIBiG",0.69489197144141
"gcf_11704","Terpenes",1,1,"BGC class","RefSeq",0.304474748797915
"gcf_11704","Terpenes",1,1,"BGC class","MIBiG",0.561905392641964
"gcf_11706","NRPS",1,0.5,"BGC class","RefSeq",0
"gcf_11706","NRPS",1,0.5,"BGC class","MIBiG",0.468188713565121
"gcf_11706","Terpenes",1,0.5,"BGC class","RefSeq",0
"gcf_11706","Terpenes",1,0.5,"BGC class","MIBiG",0.468188713565121
"gcf_11709","NRPS",1,0.5,"BGC class","RefSeq",0.238315156831916
"gcf_11709","NRPS",1,0.5,"BGC class","MIBiG",0.250282704874978
