cell,UMAP_1,UMAP_2,celltype,group
c3751,2.1977,-5.7571,Fibroblasts,Control
c3752,2.3,-2.5458,Fibroblasts,HF
c3753,5.2171,-5.2325,Fibroblasts,Control
c3754,4.8217,-3.862,Fibroblasts,Control
c3755,3.715,-1.6666,Fibroblasts,Control
c3756,1.6529,-3.9434,Fibroblasts,HF
c3757,5.1911,-5.7885,Fibroblasts,Control
c3758,4.7391,-4.9085,Fibroblasts,Control
c3759,-0.3307,-5.3104,Fibroblasts,Control
c3760,6.4079,-2.5161,Fibroblasts,HF
c3761,0.931,-2.8932,Fibroblasts,Control
c3762,0.3723,-4.2044,Fibroblasts,Control
c3763,0.6803,-3.8439,Fibroblasts,Control
c3764,0.3191,-3.5031,Fibroblasts,HF
c3765,2.0068,-3.4848,Fibroblasts,Control
c3766,3.9064,-2.3102,Fibroblasts,Control
c3767,0.3077,-6.715,Fibroblasts,Control
c3768,5.3358,-3.0732,Fibroblasts,HF
c3769,1.3166,-4.5681,Fibroblasts,Control
c3770,3.0616,-5.823,Fibroblasts,Control
c3771,3.3,-3.9888,Fibroblasts,Control
c3772,7.5099,-3.1715,Fibroblasts,HF
c3773,3.8979,-1.6097,Fibroblasts,Control
c3774,1.5336,-2.2335,Fibroblasts,Control
c3775,2.0303,-5.3706,Fibroblasts,Control
c3776,1.6267,-6.932,Fibroblasts,HF
c3777,2.7394,-4.3909,Fibroblasts,Control
c3778,2.4939,-5.6061,Fibroblasts,Control
c3779,3.5408,-4.295,Fibroblasts,Control
c3780,4.0993,-6.5123,Fibroblasts,HF
c3781,1.3342,-3.8595,Fibroblasts,Control
c3782,0.0102,-5.6179,Fibroblasts,Control
c3783,0.6085,-4.2887,Fibroblasts,Control
c3784,2.7782,-6.2228,Fibroblasts,HF
c3785,-0.8313,-2.7854,Fibroblasts,Control
c3786,2.5795,-7.1433,Fibroblasts,Control
c3787,-0.0733,-4.7874,Fibroblasts,Control
c3788,2.6731,-5.4983,Fibroblasts,HF
c3789,0.8781,-4.217,Fibroblasts,Control
c3790,2.0199,-3.439,Fibroblasts,Control
c3791,3.1075,-7.2511,Fibroblasts,Control
c3792,3.0687,-3.0591,Fibroblasts,HF
c3793,0.0051,-5.3111,Fibroblasts,Control
c3794,-0.1242,-5.642,Fibroblasts,Control
c3795,6.7786,-5.2202,Fibroblasts,Control
c3796,5.0822,-8.7229,Fibroblasts,HF
c3797,1.8917,-3.6418,Fibroblasts,Control
c3798,1.4606,-6.4136,Fibroblasts,Control
c3799,3.1307,-6.472,Fibroblasts,Control
c3800,1.4725,-2.9072,Fibroblasts,HF
c3801,3.9296,-8.5627,Fibroblasts,Control
c3802,3.1039,-3.8362,Fibroblasts,Control
c3803,2.2689,-3.9899,Fibroblasts,Control
c3804,0.9124,-5.4457,Fibroblasts,HF
c3805,4.0718,-5.4716,Fibroblasts,Control
c3806,2.725,-4.0854,Fibroblasts,Control
c3807,-0.3459,-5.0836,Fibroblasts,Control
c3808,5.7193,-2.3381,Fibroblasts,HF
c3809,0.373,-4.0555,Fibroblasts,Control
c3810,3.4646,-3.922,Fibroblasts,Control
c3811,-1.8216,-5.8262,Fibroblasts,Control
c3812,0.4428,-8.43,Fibroblasts,HF
c3813,3.6199,-2.5693,Fibroblasts,Control
c3814,7.5439,-4.8876,Fibroblasts,Control
c3815,2.9714,-1.8607,Fibroblasts,Control
c3816,4.4162,-3.6497,Fibroblasts,HF
c3817,-2.6231,-5.2219,Fibroblasts,Control
c3818,5.2261,-6.5147,Fibroblasts,Control
c3819,4.2182,-2.511,Fibroblasts,Control
c3820,-1.8948,-5.4852,Fibroblasts,HF
c3821,5.0266,-3.4139,Fibroblasts,Control
c3822,3.0432,-4.7283,Fibroblasts,Control
c3823,3.8218,-1.2188,Fibroblasts,Control
c3824,1.8856,-6.4482,Fibroblasts,HF
c3825,0.4649,-5.7337,Fibroblasts,Control
c3826,1.9353,-4.7431,Fibroblasts,Control
c3827,1.5725,-6.1881,Fibroblasts,Control
c3828,6.129,-4.0238,Fibroblasts,HF
c3829,6.5954,-2.8805,Fibroblasts,Control
c3830,3.655,-6.341,Fibroblasts,Control
c3831,4.7086,-5.2109,Fibroblasts,Control
c3832,1.5186,-4.2788,Fibroblasts,HF
c3833,2.4157,-6.0799,Fibroblasts,Control
c3834,5.1455,-5.9231,Fibroblasts,Control
c3835,1.7536,-6.3594,Fibroblasts,Control
c3836,2.067,-3.1836,Fibroblasts,HF
c3837,3.401,-5.8061,Fibroblasts,Control
c3838,2.6223,-1.4267,Fibroblasts,Control
c3839,2.4939,-5.1346,Fibroblasts,Control
c3840,4.9296,-5.2881,Fibroblasts,HF
c3841,-1.0809,-5.8929,Fibroblasts,Control
c3842,5.4312,-4.9217,Fibroblasts,Control
c3843,5.1546,-6.1694,Fibroblasts,Control
c3844,0.145,-6.4253,Fibroblasts,HF
c3845,5.5859,-5.437,Fibroblasts,Control
c3846,2.2782,-5.753,Fibroblasts,Control
c3847,-1.241,-4.5656,Fibroblasts,Control
c3848,2.3429,-4.4828,Fibroblasts,HF
c3849,2.789,-4.3149,Fibroblasts,Control
c3850,3.0843,-7.7249,Fibroblasts,Control
c3851,-0.5386,-3.9051,Fibroblasts,Control
c3852,-1.046,-4.7657,Fibroblasts,HF
c3853,5.0494,-3.3439,Fibroblasts,Control
c3854,2.5969,-5.7596,Fibroblasts,Control
c3855,2.5224,-6.6161,Fibroblasts,Control
c3856,1.6219,-3.934,Fibroblasts,HF
c3857,7.5781,-0.8748,Fibroblasts,Control
c3858,2.1738,-3.8451,Fibroblasts,Control
c3859,0.9338,-4.4054,Fibroblasts,Control
c3860,-2.2637,-5.859,Fibroblasts,HF
c3861,6.1232,-4.9718,Fibroblasts,Control
c3862,4.4672,-7.1157,Fibroblasts,Control
c3863,3.2183,-3.534,Fibroblasts,Control
c3864,7.6309,-1.3711,Fibroblasts,HF
c3865,-0.7604,-5.1824,Fibroblasts,Control
c3866,5.2643,-3.1841,Fibroblasts,Control
c3867,1.8881,-5.5014,Fibroblasts,Control
c3868,-0.0753,-2.1963,Fibroblasts,HF
c3869,6.3579,-3.5288,Fibroblasts,Control
c3870,3.0115,-2.9905,Fibroblasts,Control
c3871,3.5672,-5.488,Fibroblasts,Control
c3872,1.7006,-5.2623,Fibroblasts,HF
c3873,4.0335,-5.0796,Fibroblasts,Control
c3874,1.5191,-2.4407,Fibroblasts,Control
c3875,7.9402,-3.8983,Fibroblasts,Control
c3876,2.7697,-5.5252,Fibroblasts,HF
c3877,2.0035,-4.0098,Fibroblasts,Control
c3878,5.7274,-2.7086,Fibroblasts,Control
c3879,5.4846,-4.3309,Fibroblasts,Control
c3880,3.7534,-2.1218,Fibroblasts,HF
c3881,2.9627,-2.9704,Fibroblasts,Control
c3882,2.9199,-5.1391,Fibroblasts,Control
c3883,3.2616,-3.5078,Fibroblasts,Control
c3884,-0.9914,-3.1392,Fibroblasts,HF
c3885,0.4359,-1.5835,Fibroblasts,Control
c3886,3.4756,-2.7492,Fibroblasts,Control
c3887,-1.1707,-5.406,Fibroblasts,Control
c3888,3.1667,-3.9698,Fibroblasts,HF
c3889,0.2013,-2.3819,Fibroblasts,Control
c3890,-0.7628,-2.9261,Fibroblasts,Control
c3891,0.0387,-3.037,Fibroblasts,Control
c3892,5.1135,-3.4163,Fibroblasts,HF
c3893,1.7727,-5.2836,Fibroblasts,Control
c3894,5.4327,-3.2711,Fibroblasts,Control
c3895,1.3793,-1.8567,Fibroblasts,Control
c3896,4.8152,-4.4097,Fibroblasts,HF
c3897,-1.9817,-5.5002,Fibroblasts,Control
c3898,2.7791,-4.5643,Fibroblasts,Control
c3899,6.5955,-4.8705,Fibroblasts,Control
c3900,4.809,-4.4269,Fibroblasts,HF
c3901,1.7807,-5.6775,Fibroblasts,Control
c3902,2.4196,-4.7667,Fibroblasts,Control
c3903,0.4451,-6.3334,Fibroblasts,Control
c3904,2.1474,-3.7132,Fibroblasts,HF
c3905,1.3607,-4.389,Fibroblasts,Control
c3906,0.0744,-6.0675,Fibroblasts,Control
c3907,0.9164,-3.4121,Fibroblasts,Control
c3908,2.8288,-2.89,Fibroblasts,HF
c3909,4.8631,-4.3552,Fibroblasts,Control
c3910,-0.1972,-6.4187,Fibroblasts,Control
c3911,2.2289,-3.7341,Fibroblasts,Control
c3912,2.6781,-5.6342,Fibroblasts,HF
c3913,4.6012,-3.6819,Fibroblasts,Control
c3914,1.7098,-2.3286,Fibroblasts,Control
c3915,3.8079,-1.3464,Fibroblasts,Control
c3916,7.5892,-5.9224,Fibroblasts,HF
c3917,4.7029,-4.7855,Fibroblasts,Control
c3918,1.7885,-3.3697,Fibroblasts,Control
c3919,0.4185,-6.5573,Fibroblasts,Control
c3920,0.986,-4.6714,Fibroblasts,HF
c3921,2.3199,-4.6923,Fibroblasts,Control
c3922,6.0307,-3.7782,Fibroblasts,Control
c3923,1.9802,-3.6445,Fibroblasts,Control
c3924,-0.9922,-5.3167,Fibroblasts,HF
c3925,2.1042,-5.0428,Fibroblasts,Control
c3926,1.1916,-6.9564,Fibroblasts,Control
c3927,1.2108,-5.3123,Fibroblasts,Control
c3928,1.2712,-2.5066,Fibroblasts,HF
c3929,5.4078,-4.1186,Fibroblasts,Control
c3930,3.6512,-3.9657,Fibroblasts,Control
c3931,-0.0531,-6.7532,Fibroblasts,Control
c3932,3.8342,-1.2915,Fibroblasts,HF
c3933,-1.4168,-6.6049,Fibroblasts,Control
c3934,3.8168,-4.7137,Fibroblasts,Control
c3935,5.8952,-2.885,Fibroblasts,Control
c3936,1.9354,-3.2656,Fibroblasts,HF
c3937,2.6567,-3.1107,Fibroblasts,Control
c3938,2.6265,-1.4328,Fibroblasts,Control
c3939,-0.7017,-3.835,Fibroblasts,Control
c3940,2.3132,-2.9195,Fibroblasts,HF
c3941,3.9544,-3.7626,Fibroblasts,Control
c3942,2.1835,-4.2062,Fibroblasts,Control
c3943,-1.2782,-3.5989,Fibroblasts,Control
c3944,2.3569,-6.2695,Fibroblasts,HF
c3945,3.2898,-5.4174,Fibroblasts,Control
c3946,4.0845,-4.1576,Fibroblasts,Control
c3947,4.4576,-6.0195,Fibroblasts,Control
c3948,4.0397,-4.855,Fibroblasts,HF
c3949,3.8852,-2.9779,Fibroblasts,Control
c3950,2.5195,-3.135,Fibroblasts,Control
c3951,-0.0126,-4.0227,Fibroblasts,Control
c3952,0.178,-5.9538,Fibroblasts,HF
c3953,5.8984,-1.3954,Fibroblasts,Control
c3954,4.125,-2.6713,Fibroblasts,Control
c3955,6.5988,-3.8753,Fibroblasts,Control
c3956,2.2007,-6.2791,Fibroblasts,HF
c3957,4.9416,-5.0838,Fibroblasts,Control
c3958,3.3588,-4.4478,Fibroblasts,Control
c3959,-0.4824,-4.4775,Fibroblasts,Control
c3960,0.8366,-5.3192,Fibroblasts,HF
c3961,5.4555,-3.678,Fibroblasts,Control
c3962,1.9338,-4.0225,Fibroblasts,Control
c3963,3.4063,-2.7451,Fibroblasts,Control
c3964,2.5064,-2.3575,Fibroblasts,HF
c3965,2.4372,-5.0804,Fibroblasts,Control
c3966,0.052,-4.4533,Fibroblasts,Control
c3967,1.9725,-5.744,Fibroblasts,Control
c3968,4.4253,-4.9244,Fibroblasts,HF
c3969,2.6828,-3.148,Fibroblasts,Control
c3970,4.8053,-8.0498,Fibroblasts,Control
c3971,1.6583,-5.836,Fibroblasts,Control
c3972,1.4585,-5.5526,Fibroblasts,HF
c3973,-0.864,-3.9317,Fibroblasts,Control
c3974,2.5481,-3.009,Fibroblasts,Control
c3975,4.715,-4.7246,Fibroblasts,Control
c3976,3.8885,-4.2339,Fibroblasts,HF
c3977,1.6227,-5.3757,Fibroblasts,Control
c3978,1.8665,-4.0557,Fibroblasts,Control
c3979,4.448,-5.2244,Fibroblasts,Control
c3980,3.5455,-2.6398,Fibroblasts,HF
c3981,3.9864,-6.1309,Fibroblasts,Control
c3982,1.4244,-1.9864,Fibroblasts,Control
c3983,2.2933,-4.7647,Fibroblasts,Control
c3984,1.5137,-2.4176,Fibroblasts,HF
c3985,4.6909,-5.7346,Fibroblasts,Control
c3986,4.0878,-3.6192,Fibroblasts,Control
c3987,2.9493,-5.8675,Fibroblasts,Control
c3988,4.6051,-2.4381,Fibroblasts,HF
c3989,4.1145,-4.8054,Fibroblasts,Control
c3990,1.5338,-2.4589,Fibroblasts,Control
c3991,2.744,-4.6247,Fibroblasts,Control
c3992,9.7537,-1.4501,Fibroblasts,HF
c3993,0.7512,-4.746,Fibroblasts,Control
c3994,2.3846,-5.8731,Fibroblasts,Control
c3995,-0.319,-2.4907,Fibroblasts,Control
c3996,3.1913,-3.0938,Fibroblasts,HF
c3997,6.4503,-5.0547,Fibroblasts,Control
c3998,3.693,-6.1683,Fibroblasts,Control
c3999,6.3633,-3.0682,Fibroblasts,Control
c4000,2.8334,-7.3134,Fibroblasts,HF
c4001,5.5542,-5.6921,Fibroblasts,Control
c4002,0.5434,-6.0726,Fibroblasts,Control
c4003,4.0455,-5.432,Fibroblasts,Control
c4004,1.4843,-1.5748,Fibroblasts,HF
c4005,2.0862,-2.2472,Fibroblasts,Control
c4006,-0.1667,-5.7962,Fibroblasts,Control
c4007,1.3535,-6.2021,Fibroblasts,Control
c4008,6.9703,-2.8057,Fibroblasts,HF
c4009,4.2601,-4.2247,Fibroblasts,Control
c4010,4.8805,-4.3628,Fibroblasts,Control
c4011,-2.1072,-5.2235,Fibroblasts,Control
c4012,-2.9089,-7.8128,Fibroblasts,HF
c4013,2.6255,-4.6561,Fibroblasts,Control
c4014,1.7868,-4.3592,Fibroblasts,Control
c4015,-0.3311,-3.6062,Fibroblasts,Control
c4016,4.9897,-5.654,Fibroblasts,HF
c4017,2.6299,-4.4463,Fibroblasts,Control
c4018,2.2097,-4.9064,Fibroblasts,Control
c4019,5.4707,-3.4101,Fibroblasts,Control
c4020,1.0724,-2.5079,Fibroblasts,HF
c4021,-1.9475,-3.8176,Fibroblasts,Control
c4022,2.3109,-5.7538,Fibroblasts,Control
c4023,3.2895,-3.7554,Fibroblasts,Control
c4024,4.1073,-5.4666,Fibroblasts,HF
c4025,1.499,-6.8941,Fibroblasts,Control
c4026,1.647,-3.7203,Fibroblasts,Control
c4027,1.4313,-5.797,Fibroblasts,Control
c4028,0.3063,-3.5587,Fibroblasts,HF
c4029,6.6075,-4.361,Fibroblasts,Control
c4030,2.8484,-4.815,Fibroblasts,Control
c4031,-1.4202,-1.1851,Fibroblasts,Control
c4032,4.5333,-7.9577,Fibroblasts,HF
c4033,-0.4963,-3.8075,Fibroblasts,Control
c4034,0.8195,-3.5954,Fibroblasts,Control
c4035,4.4995,-3.4907,Fibroblasts,Control
c4036,5.2049,-5.0762,Fibroblasts,HF
c4037,3.4301,-4.3893,Fibroblasts,Control
c4038,3.6114,-4.8224,Fibroblasts,Control
c4039,2.1295,-3.2302,Fibroblasts,Control
c4040,5.074,-1.9663,Fibroblasts,HF
c4041,0.3366,-5.3593,Fibroblasts,Control
c4042,1.3774,-4.5147,Fibroblasts,Control
c4043,3.8938,-7.3961,Fibroblasts,Control
c4044,1.0162,-6.6984,Fibroblasts,HF
c4045,4.302,-5.5111,Fibroblasts,Control
c4046,-1.3206,-3.6896,Fibroblasts,Control
c4047,0.216,-7.3942,Fibroblasts,Control
c4048,3.486,-1.7272,Fibroblasts,HF
c4049,1.7103,-5.4756,Fibroblasts,Control
c4050,-1.8354,-3.3311,Fibroblasts,Control
c4051,3.5618,-3.2298,Fibroblasts,Control
c4052,3.2914,-4.7007,Fibroblasts,HF
c4053,2.8971,-3.2369,Fibroblasts,Control
c4054,-0.9832,-4.2716,Fibroblasts,Control
c4055,3.332,-3.8296,Fibroblasts,Control
c4056,-1.6934,-5.3974,Fibroblasts,HF
c4057,4.0857,-3.6055,Fibroblasts,Control
c4058,3.9095,-5.2895,Fibroblasts,Control
c4059,2.6847,-4.9891,Fibroblasts,Control
c4060,1.2274,-5.7636,Fibroblasts,HF
c4061,1.9758,-6.6227,Fibroblasts,Control
c4062,1.3322,-3.6484,Fibroblasts,Control
c4063,0.6838,-5.1076,Fibroblasts,Control
c4064,3.0402,-5.1961,Fibroblasts,HF
c4065,5.4456,-2.3618,Fibroblasts,Control
c4066,6.7124,-2.2349,Fibroblasts,Control
c4067,4.174,-4.7598,Fibroblasts,Control
c4068,3.8595,-3.4935,Fibroblasts,HF
c4069,4.4814,-6.0569,Fibroblasts,Control
c4070,2.0026,-4.6703,Fibroblasts,Control
c4071,9.8776,-1.7132,Fibroblasts,Control
c4072,4.0088,-5.7555,Fibroblasts,HF
c4073,2.4119,-4.1227,Fibroblasts,Control
c4074,1.2578,-6.5384,Fibroblasts,Control
c4075,1.1276,-4.64,Fibroblasts,Control
c4076,2.9862,-2.7916,Fibroblasts,HF
c4077,-0.311,-5.1285,Fibroblasts,Control
c4078,4.283,-2.7136,Fibroblasts,Control
c4079,2.9931,-4.8374,Fibroblasts,Control
c4080,0.1084,-4.067,Fibroblasts,HF
c4081,3.95,-3.028,Fibroblasts,Control
c4082,3.229,-5.7174,Fibroblasts,Control
c4083,1.0981,-5.2872,Fibroblasts,Control
c4084,5.966,-4.3033,Fibroblasts,HF
c4085,7.099,-4.1373,Fibroblasts,Control
c4086,0.7832,-4.3516,Fibroblasts,Control
c4087,1.252,-4.4675,Fibroblasts,Control
c4088,1.2831,-3.5631,Fibroblasts,HF
c4089,2.3858,-4.1464,Fibroblasts,Control
c4090,2.9312,-3.4273,Fibroblasts,Control
c4091,3.243,-5.5195,Fibroblasts,Control
c4092,4.3563,-3.8366,Fibroblasts,HF
c4093,3.1102,-3.5907,Fibroblasts,Control
c4094,0.5491,-3.3495,Fibroblasts,Control
c4095,2.3893,-4.653,Fibroblasts,Control
c4096,3.859,-4.3596,Fibroblasts,HF
c4097,1.3403,-3.0022,Fibroblasts,Control
c4098,4.5363,-4.3446,Fibroblasts,Control
c4099,1.3303,-3.7425,Fibroblasts,Control
c4100,2.0874,-2.6763,Fibroblasts,HF
c4101,3.233,-3.0794,Fibroblasts,Control
c4102,1.6374,-3.921,Fibroblasts,Control
c4103,2.6632,-7.6054,Fibroblasts,Control
c4104,3.3783,-5.9056,Fibroblasts,HF
c4105,2.2847,-5.3021,Fibroblasts,Control
c4106,4.0198,-2.5915,Fibroblasts,Control
c4107,1.1404,-7.496,Fibroblasts,Control
c4108,4.7215,-2.2711,Fibroblasts,HF
c4109,2.561,-7.1808,Fibroblasts,Control
c4110,4.3223,-4.2031,Fibroblasts,Control
c4111,1.0346,-5.0971,Fibroblasts,Control
c4112,4.5333,-4.3608,Fibroblasts,HF
c4113,6.6962,-5.057,Fibroblasts,Control
c4114,4.1628,-6.0279,Fibroblasts,Control
c4115,3.3104,-3.994,Fibroblasts,Control
c4116,2.8154,-4.0551,Fibroblasts,HF
c4117,7.9005,-4.4923,Fibroblasts,Control
c4118,0.8998,-5.3417,Fibroblasts,Control
c4119,2.2191,-4.7103,Fibroblasts,Control
c4120,5.4947,-3.7352,Fibroblasts,HF
c4121,-1.1027,-4.4775,Fibroblasts,Control
c4122,4.4256,-4.655,Fibroblasts,Control
c4123,1.1599,-3.4675,Fibroblasts,Control
c4124,3.1306,-5.673,Fibroblasts,HF
c4125,2.9486,-5.8078,Fibroblasts,Control
c4126,1.9052,-5.1454,Fibroblasts,Control
c4127,0.5806,-6.6455,Fibroblasts,Control
c4128,4.8697,-2.6926,Fibroblasts,HF
c4129,-2.3015,-4.5158,Fibroblasts,Control
c4130,0.6304,-4.6307,Fibroblasts,Control
c4131,-2.8177,-6.7293,Fibroblasts,Control
c4132,2.255,-2.7627,Fibroblasts,HF
c4133,3.0639,-5.5397,Fibroblasts,Control
c4134,-1.4469,-4.4025,Fibroblasts,Control
c4135,0.7148,-3.933,Fibroblasts,Control
c4136,4.4878,-3.2775,Fibroblasts,HF
c4137,6.942,-6.1093,Fibroblasts,Control
c4138,3.1924,-3.3682,Fibroblasts,Control
c4139,4.0053,-4.171,Fibroblasts,Control
c4140,0.2786,-4.96,Fibroblasts,HF
c4141,1.1847,-4.4292,Fibroblasts,Control
c4142,0.4287,-5.4834,Fibroblasts,Control
c4143,3.0501,-5.6335,Fibroblasts,Control
c4144,2.6844,-7.6456,Fibroblasts,HF
c4145,3.0652,-4.6186,Fibroblasts,Control
c4146,-0.706,-6.358,Fibroblasts,Control
c4147,-1.2361,-5.6729,Fibroblasts,Control
c4148,3.6504,-3.5819,Fibroblasts,HF
c4149,3.8095,-1.2101,Fibroblasts,Control
c4150,-1.2832,-5.8463,Fibroblasts,Control
c4151,3.8176,-4.1145,Fibroblasts,Control
c4152,2.1573,-4.4446,Fibroblasts,HF
c4153,-0.4084,-5.2428,Fibroblasts,Control
c4154,5.3165,-4.907,Fibroblasts,Control
c4155,-0.3765,1.9285,Fibroblasts,Control
c4156,1.8739,-4.5173,Fibroblasts,HF
c4157,1.7682,-5.398,Fibroblasts,Control
c4158,0.122,-5.5235,Fibroblasts,Control
c4159,0.7427,-4.7278,Fibroblasts,Control
c4160,2.3791,-4.2021,Fibroblasts,HF
c4161,3.2114,-2.6396,Fibroblasts,Control
c4162,4.6081,-7.354,Fibroblasts,Control
c4163,4.016,-1.7979,Fibroblasts,Control
c4164,4.2945,-6.4225,Fibroblasts,HF
c4165,2.0801,-4.7189,Fibroblasts,Control
c4166,0.1626,-2.4195,Fibroblasts,Control
c4167,-0.6041,-6.8746,Fibroblasts,Control
c4168,2.4435,-0.7837,Fibroblasts,HF
c4169,5.1106,-5.4745,Fibroblasts,Control
c4170,5.1797,-3.1358,Fibroblasts,Control
c4171,-0.648,-3.4451,Fibroblasts,Control
c4172,0.7691,-4.8372,Fibroblasts,HF
c4173,2.0496,-8.0843,Fibroblasts,Control
c4174,2.5304,-4.5501,Fibroblasts,Control
c4175,-0.1722,-2.5222,Fibroblasts,Control
c4176,3.4639,-5.6547,Fibroblasts,HF
c4177,0.6692,-3.7687,Fibroblasts,Control
c4178,6.8545,-4.2368,Fibroblasts,Control
c4179,5.4064,-3.8623,Fibroblasts,Control
c4180,4.5535,-3.5092,Fibroblasts,HF
c4181,6.0596,-2.0776,Fibroblasts,Control
c4182,4.8074,-3.5368,Fibroblasts,Control
c4183,1.2474,-3.357,Fibroblasts,Control
c4184,2.1254,-2.1004,Fibroblasts,HF
c4185,2.7769,-3.5528,Fibroblasts,Control
c4186,-2.1918,-1.3737,Fibroblasts,Control
c4187,2.1993,-4.1521,Fibroblasts,Control
c4188,6.7702,-5.6191,Fibroblasts,HF
c4189,2.0431,-7.3818,Fibroblasts,Control
c4190,4.0662,-6.4996,Fibroblasts,Control
c4191,0.0142,-4.9323,Fibroblasts,Control
c4192,3.8312,-5.3159,Fibroblasts,HF
c4193,0.7267,-5.6218,Fibroblasts,Control
c4194,3.091,-3.7107,Fibroblasts,Control
c4195,2.0392,-4.1032,Fibroblasts,Control
c4196,2.4246,-6.7313,Fibroblasts,HF
c4197,2.05,-4.5203,Fibroblasts,Control
c4198,3.9143,-5.6199,Fibroblasts,Control
c4199,4.4623,-2.8726,Fibroblasts,Control
c4200,-4.0896,-5.3001,Fibroblasts,HF
c4201,5.5754,-1.9932,Fibroblasts,Control
c4202,2.3196,-6.6293,Fibroblasts,Control
c4203,1.7793,-8.2741,Fibroblasts,Control
c4204,2.4681,-4.7586,Fibroblasts,HF
c4205,-0.2452,-6.2821,Fibroblasts,Control
c4206,3.3479,-3.1348,Fibroblasts,Control
c4207,2.7098,-4.6448,Fibroblasts,Control
c4208,2.1829,-2.5865,Fibroblasts,HF
c4209,5.2767,-4.9487,Fibroblasts,Control
c4210,3.0328,-5.1046,Fibroblasts,Control
c4211,4.7262,-6.1555,Fibroblasts,Control
c4212,1.9983,-4.1539,Fibroblasts,HF
c4213,5.4306,-2.8917,Fibroblasts,Control
c4214,1.978,-7.9996,Fibroblasts,Control
c4215,2.9767,-3.9109,Fibroblasts,Control
c4216,2.3823,-8.2184,Fibroblasts,HF
c4217,0.212,-4.496,Fibroblasts,Control
c4218,3.708,-4.5137,Fibroblasts,Control
c4219,-0.2777,-4.723,Fibroblasts,Control
c4220,0.8719,-4.365,Fibroblasts,HF
c4221,5.1342,-4.2393,Fibroblasts,Control
c4222,2.2552,-5.1595,Fibroblasts,Control
c4223,0.3985,-5.9876,Fibroblasts,Control
c4224,2.5756,-5.0894,Fibroblasts,HF
c4225,2.0702,-5.6873,Fibroblasts,Control
c4226,2.6606,-3.1879,Fibroblasts,Control
c4227,4.2303,-4.6576,Fibroblasts,Control
c4228,3.6018,-5.0051,Fibroblasts,HF
c4229,0.6765,-5.6795,Fibroblasts,Control
c4230,4.743,-4.5944,Fibroblasts,Control
c4231,4.0393,-5.2499,Fibroblasts,Control
c4232,2.9905,-2.5826,Fibroblasts,HF
c4233,5.2665,-7.2717,Fibroblasts,Control
c4234,5.027,-4.764,Fibroblasts,Control
c4235,0.5067,-3.1135,Fibroblasts,Control
c4236,4.9392,-2.7706,Fibroblasts,HF
c4237,2.6014,-3.7249,Fibroblasts,Control
c4238,2.8518,-6.1419,Fibroblasts,Control
c4239,1.2165,-1.3644,Fibroblasts,Control
c4240,3.3922,-1.9166,Fibroblasts,HF
c4241,1.0431,-5.0334,Fibroblasts,Control
c4242,1.3023,-1.8768,Fibroblasts,Control
c4243,2.0901,-4.9005,Fibroblasts,Control
c4244,3.9279,-4.0859,Fibroblasts,HF
c4245,0.5837,-5.8784,Fibroblasts,Control
c4246,0.9757,-3.0174,Fibroblasts,Control
c4247,1.5732,-3.0935,Fibroblasts,Control
c4248,5.7693,-4.0952,Fibroblasts,HF
c4249,3.0143,-3.663,Fibroblasts,Control
c4250,5.1474,-2.8516,Fibroblasts,Control
c4251,4.8574,-3.2733,Fibroblasts,Control
c4252,4.043,-2.7851,Fibroblasts,HF
c4253,-1.8825,-4.4689,Fibroblasts,Control
c4254,0.2509,-7.1282,Fibroblasts,Control
c4255,-0.4029,-2.9407,Fibroblasts,Control
c4256,-0.4767,-3.5476,Fibroblasts,HF
c4257,4.1311,-7.0096,Fibroblasts,Control
c4258,-1.6939,-3.4497,Fibroblasts,Control
c4259,3.2849,-3.5489,Fibroblasts,Control
c4260,-0.3025,-3.6859,Fibroblasts,HF
c4261,4.7624,-5.8983,Fibroblasts,Control
c4262,4.0665,-1.6342,Fibroblasts,Control
c4263,-1.7965,-2.2374,Fibroblasts,Control
c4264,3.9752,-5.0135,Fibroblasts,HF
c4265,3.9262,-1.4125,Fibroblasts,Control
c4266,1.2453,-6.1619,Fibroblasts,Control
c4267,-0.5502,-3.3963,Fibroblasts,Control
c4268,3.3407,-6.002,Fibroblasts,HF
c4269,1.7819,-3.2956,Fibroblasts,Control
c4270,3.7878,-5.103,Fibroblasts,Control
c4271,4.8911,-5.0971,Fibroblasts,Control
c4272,1.6155,-3.8735,Fibroblasts,HF
c4273,6.2025,-2.0393,Fibroblasts,Control
c4274,6.0168,-0.4865,Fibroblasts,Control
c4275,2.8824,-6.2427,Fibroblasts,Control
c4276,0.9736,-6.952,Fibroblasts,HF
c4277,5.7869,-4.5121,Fibroblasts,Control
c4278,1.027,-4.0161,Fibroblasts,Control
c4279,-0.8506,-4.4296,Fibroblasts,Control
c4280,2.623,-3.2216,Fibroblasts,HF
c4281,-1.656,-4.9274,Fibroblasts,Control
c4282,2.9846,-7.0103,Fibroblasts,Control
c4283,3.788,-4.3446,Fibroblasts,Control
c4284,4.1784,-6.6886,Fibroblasts,HF
c4285,1.531,-7.2345,Fibroblasts,Control
c4286,2.1684,-5.4167,Fibroblasts,Control
c4287,3.6817,-2.6251,Fibroblasts,Control
c4288,2.374,-4.522,Fibroblasts,HF
c4289,2.8711,-2.8744,Fibroblasts,Control
c4290,6.897,-3.3231,Fibroblasts,Control
