genome,species,domain,representative_flag
TARA_SAMEA4398150_METAG_LCJBMLMC,3831_1,Bacteria,FALSE
TARA_SAMEA4398150_METAG_HNLBMMKB,2100_1,Archaea,FALSE
TARA_SAMEA4398150_METAG_BHKOKMOO,1651_1,Bacteria,FALSE
TARA_SAMEA4398150_METAG_PCEEBMHD,1616_1,Bacteria,FALSE
TARA_SAMEA4398150_METAG_PAJOFPND,3319_1,Bacteria,FALSE
TARA_SAMEA4397842_METAG_LKCECJEK,1565_1,Bacteria,FALSE
TARA_SAMEA4397842_METAG_JJGLIADL,3331_1,Bacteria,TRUE
TARA_SAMEA4397842_METAG_JKGJCJLE,4113_1,Bacteria,FALSE
TARA_SAMEA4397842_METAG_FNHOGILI,1616_1,Bacteria,FALSE
TARA_SAMEA4397842_METAG_DGKKFFBP,6203_1,Bacteria,FALSE
TARA_SAMEA4397842_METAG_AAFFHNMH,564_1,Bacteria,TRUE
TARA_SAMEA4397842_METAG_ILGPDOJP,3312_1,Bacteria,TRUE
TARA_SAMEA4397842_METAG_DDCMOHCK,3970_1,Bacteria,TRUE
TARA_SAMEA4397842_METAG_DLBIMGPL,3831_1,Bacteria,FALSE
TARA_SAMEA4397842_METAG_ECFCEHKE,1617_1,Bacteria,FALSE
TARA_SAMEA4397842_METAG_CDEHMPDI,4119_1,Bacteria,FALSE
TARA_SAMEA4397842_METAG_FFHCKCLC,1602_1,Bacteria,FALSE
TARA_SAMEA4397842_METAG_NCLFEAGG,3522_2,Bacteria,FALSE
TARA_SAMEA4397842_METAG_JLFFJELE,3673_1,Bacteria,FALSE
TARA_SAMEA4397842_METAG_BKCMILGD,4970_1,Bacteria,FALSE
TARA_SAMEA4397034_METAG_CCADBMCG,4138_1,Bacteria,TRUE
TARA_SAMEA4397034_METAG_GPHNGABH,3413_1,Bacteria,TRUE
TARA_SAMEA4397034_METAG_ADIONDJB,3752_1,Bacteria,FALSE
TARA_SAMEA4397034_METAG_BCBOLHGA,3976_1,Bacteria,TRUE
TARA_SAMEA4397034_METAG_IFFKGGLD,1571_1,Bacteria,FALSE
TARA_SAMEA4397034_METAG_HEDMAHOG,3508_1,Bacteria,FALSE
TARA_SAMEA4397034_METAG_FFGJDONG,4428_1,Bacteria,FALSE
TARA_SAMEA4397034_METAG_KLABDPCP,1616_1,Bacteria,FALSE
TARA_SAMEA4397034_METAG_GFNGIFIJ,4139_1,Bacteria,FALSE
TARA_SAMEA4397034_METAG_FAEMAIKP,3515_1,Bacteria,FALSE
TARA_SAMEA4397034_METAG_KOPMEFHB,3522_2,Bacteria,FALSE
TARA_SAMEA4397426_METAG_HDCIOHLD,4138_1,Bacteria,FALSE
TARA_SAMEA4397426_METAG_AIPELCJN,6201_1,Bacteria,FALSE
TARA_SAMEA4397426_METAG_GKOPONIC,1565_1,Bacteria,FALSE
TARA_SAMEA4397426_METAG_MALPEDIP,1571_1,Bacteria,FALSE
TARA_SAMEA4397426_METAG_LBANONNH,1616_1,Bacteria,FALSE
TARA_SAMEA4397426_METAG_LEHMKHKI,4139_1,Bacteria,FALSE
TARA_SAMEA4397426_METAG_HDMEMOAM,3508_1,Bacteria,FALSE
TARA_SAMEA4397426_METAG_PCBOMFDG,6203_1,Bacteria,FALSE
TARA_SAMEA4397426_METAG_OGADDPMJ,788_1,Bacteria,FALSE
TARA_SAMEA4397426_METAG_LHOEIFPK,3829_1,Bacteria,FALSE
TARA_SAMEA4397426_METAG_MCIKFCJE,1653_1,Bacteria,FALSE
TARA_SAMEA4397426_METAG_HCBBCGLP,3522_2,Bacteria,FALSE
TARA_SAMEA4396424_METAG_OFLAPIDO,2536_1,Bacteria,TRUE
TARA_SAMEA4396424_METAG_HIKNENFF,4082_1,Bacteria,TRUE
TARA_SAMEA4396424_METAG_OKLBJAED,4123_1,Bacteria,TRUE
TARA_SAMEA4396424_METAG_KOECLKOP,1884_1,Bacteria,TRUE
TARA_SAMEA4396424_METAG_ABPJLGNH,3851_1,Bacteria,FALSE
TARA_SAMEA4396424_METAG_EDCJMNAP,4132_1,Bacteria,FALSE
TARA_SAMEA4396424_METAG_KNILDMLM,6214_1,Bacteria,FALSE
TARA_SAMEA4396424_METAG_KIFEJAOL,3920_1,Bacteria,FALSE
TARA_SAMEA4396424_METAG_BCADOMNA,6199_1,Bacteria,FALSE
TARA_SAMEA4396424_METAG_EBCGIKPI,2476_1,Bacteria,FALSE
TARA_SAMEA4396424_METAG_LDCEKLKF,3698_1,Bacteria,FALSE
TARA_SAMEA4396424_METAG_GEMDEIGE,6202_1,Bacteria,FALSE
TARA_SAMEA4396424_METAG_CPDGLPCG,3820_1,Bacteria,TRUE
TARA_SAMEA4396424_METAG_NMBCIJLF,3509_1,Bacteria,TRUE
TARA_SAMEA4396424_METAG_ABDPFHAP,2162_1,Archaea,TRUE
TARA_SAMEA4396424_METAG_MLCJOJPN,2119_1,Archaea,FALSE
TARA_SAMEA4398219_METAG_GIBLFLOK,3346_1,Bacteria,FALSE
TARA_SAMEA4398219_METAG_GHBABGJG,1814_1,Bacteria,FALSE
TARA_SAMEA4398219_METAG_DFNCOKLH,362_1,Bacteria,FALSE
TARA_SAMEA4398219_METAG_LJMACJEA,1436_1,Bacteria,FALSE
TARA_SAMEA4398219_METAG_GEKBPNCA,6203_1,Bacteria,FALSE
TARA_SAMEA4398219_METAG_MOMDNGBB,1605_1,Bacteria,FALSE
TARA_SAMEA4398219_METAG_KKBOIPPL,1901_1,Archaea,FALSE
TARA_SAMEA4398219_METAG_KOKDGDEH,3970_1,Bacteria,FALSE
TARA_SAMEA4398219_METAG_KCHDKMNG,2418_0,Bacteria,TRUE
TARA_SAMEA4398219_METAG_EJEIKAKG,2365_1,Bacteria,FALSE
TARA_SAMEA4398219_METAG_MOHHODOE,136_0,Bacteria,TRUE
TARA_SAMEA4398219_METAG_GFBIHLCD,1938_1,Archaea,FALSE
TARA_SAMEA4398219_METAG_EPFJNFMG,3508_1,Bacteria,FALSE
TARA_SAMEA4398219_METAG_MECDKKDJ,2269_1,Bacteria,FALSE
TARA_SAMEA4398219_METAG_CGNNJLMG,2264_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_DOHGBDBG,3346_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_NEHEMHAD,4428_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_OGHBNMNG,4138_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_KNJHDPKL,3552_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_IOAFGJHL,1565_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_NNEDOAFJ,3508_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_OANBIOOI,6201_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_AGNCMICA,3976_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_IOJGGGMM,3330_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_KKFDFAJG,3829_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_ADLDKLCD,3837_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_CKKLGEDN,1938_1,Archaea,FALSE
TARA_SAMEA4397390_METAG_FMBBNGAM,1616_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_MMFEPNIK,3312_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_PCMMJHJB,4139_1,Bacteria,FALSE
TARA_SAMEA4397390_METAG_JMKLCLPF,4970_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_KOGCEGFL,4138_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_COLDHBKF,1889_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_EFCIEINE,1616_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_BMKFPANH,6201_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_EIOLILBJ,3404_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_FIMBDEFK,3829_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_NDECHONE,4139_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_OPGBCPFI,3976_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_EENIGEDP,3313_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_ICEMOHEL,3312_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_GDKCHIPP,3831_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_AAELPGOF,1602_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_ONNOGBMN,3970_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_CAOGOGOH,1617_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_MCJEFMBL,1653_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_FBJGBHJJ,3534_1,Bacteria,FALSE
TARA_SAMEA4397903_METAG_PLBMNFFC,3522_2,Bacteria,FALSE
TARA_SAMEA4398370_METAG_KKLLIOCH,423_2,Bacteria,TRUE
TARA_SAMEA4398370_METAG_FOIFAOEO,6203_1,Bacteria,FALSE
TARA_SAMEA4398370_METAG_PFIHJIDJ,2476_1,Bacteria,TRUE
TARA_SAMEA4398370_METAG_FLPNMPJL,4683_2,Bacteria,FALSE
TARA_SAMEA4398370_METAG_FGEFIPAK,3824_0,Bacteria,TRUE
TARA_SAMEA4398370_METAG_IEMJIIAI,2269_1,Bacteria,FALSE
TARA_SAMEA4398370_METAG_BEKFDOBB,3981_1,Bacteria,FALSE
TARA_SAMEA4398370_METAG_NEENGEND,4139_1,Bacteria,FALSE
TARA_SAMEA4398370_METAG_CFILGFGC,1887_1,Bacteria,TRUE
TARA_SAMEA4398370_METAG_OOOMDOHN,1937_1,Archaea,FALSE
TARA_SAMEA4398370_METAG_OGGELAII,3408_1,Bacteria,FALSE
TARA_SAMEA4398370_METAG_OIFCJMEB,2056_1,Archaea,FALSE
TARA_SAMEA4398370_METAG_HOGPOHEM,1945_2,Archaea,FALSE
TARA_SAMEA4398009_METAG_AIEKCAPA,4138_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_MODGJEKJ,6201_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_DIKACLON,1571_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_HHIGBOGA,3775_1,Bacteria,TRUE
TARA_SAMEA4398009_METAG_KNABLENN,1616_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_NOGNCHFI,3405_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_EPMEJNOH,3831_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_CAOMJLNE,4139_1,Bacteria,TRUE
TARA_SAMEA4398009_METAG_LEDOCBPK,563_1,Bacteria,TRUE
TARA_SAMEA4398009_METAG_DOCAIFNI,3331_3,Bacteria,TRUE
TARA_SAMEA4398009_METAG_JEEKAPBK,566_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_AIEPJOLK,3515_1,Bacteria,TRUE
TARA_SAMEA4398009_METAG_IOMMGCMN,1161_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_OLOKOLBK,6203_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_MKDCNEBD,3552_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_MJMNADML,1944_1,Archaea,FALSE
TARA_SAMEA4398009_METAG_KMOHILDM,3970_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_AELDHDDC,1828_1,Bacteria,TRUE
TARA_SAMEA4398009_METAG_GJGHIPKM,3312_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_DBECFLFC,1614_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_HOBPJLJN,3534_1,Bacteria,FALSE
TARA_SAMEA4398009_METAG_NDHOIPJL,3522_2,Bacteria,FALSE
TARA_SAMEA4397798_METAG_CONPPJFB,4113_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_MHPHGKAL,4138_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_CFPPPCED,6201_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_CMHKDHLN,3508_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_LCPMICCD,3831_1,Bacteria,TRUE
TARA_SAMEA4397798_METAG_MOMHAAJD,3776_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_JIGNHPKO,4139_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_DOHOKHCJ,6203_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_LFDLIGCG,3702_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_PHLNPKHD,1616_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_NOHKCKOH,3405_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_KOOHKLLE,3970_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_JNDABIAN,1161_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_BBNNMJDJ,2328_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_IBLCJHOH,1613_1,Bacteria,TRUE
TARA_SAMEA4397798_METAG_HBDPAFFG,564_1,Bacteria,FALSE
TARA_SAMEA4397798_METAG_FLONBNGH,1617_1,Bacteria,FALSE
TARA_SAMEA4397101_METAG_BNDPMDIP,1616_1,Bacteria,FALSE
TARA_SAMEA4397101_METAG_OPFDNGJG,3776_1,Bacteria,FALSE
TARA_SAMEA4397101_METAG_EFILLLOL,1605_1,Bacteria,TRUE
TARA_SAMEA4397101_METAG_FDAENHHH,6203_1,Bacteria,FALSE
TARA_SAMEA4397101_METAG_NLFCGGNO,3669_1,Bacteria,TRUE
TARA_SAMEA4397101_METAG_IPDLJNJN,3380_1,Bacteria,FALSE
TARA_SAMEA4397101_METAG_NELGCGNM,3981_1,Bacteria,FALSE
TARA_SAMEA4397101_METAG_LFDNEMDP,3330_1,Bacteria,FALSE
TARA_SAMEA4397101_METAG_CJCCLABB,4139_1,Bacteria,FALSE
TARA_SAMEA4397101_METAG_BJAPOOAD,3319_1,Bacteria,FALSE
TARA_SAMEA4397101_METAG_PAMIEDEK,3522_2,Bacteria,FALSE
TARA_SAMEA4397072_METAG_AACGBECA,4428_1,Bacteria,FALSE
TARA_SAMEA4397072_METAG_LFFLGJNM,1652_1,Bacteria,FALSE
TARA_SAMEA4397072_METAG_DHLMENOD,3822_1,Bacteria,FALSE
TARA_SAMEA4397072_METAG_FKEOJAMD,3929_1,Bacteria,FALSE
TARA_SAMEA4397072_METAG_DFFBALLK,3976_1,Bacteria,FALSE
TARA_SAMEA4397072_METAG_IOEOGPDB,4118_1,Bacteria,FALSE
TARA_SAMEA4397072_METAG_DOGBLDEC,267_1,Bacteria,FALSE
TARA_SAMEA4397072_METAG_EEEEMKFG,1938_1,Archaea,FALSE
TARA_SAMEA4397072_METAG_CAPBBGPM,3508_1,Bacteria,FALSE
TARA_SAMEA4397072_METAG_ANGEBEBN,6123_1,Bacteria,FALSE
TARA_SAMEA4397072_METAG_KDDMMNFD,1937_1,Archaea,FALSE
TARA_SAMEA4397072_METAG_CCEHDFIM,2269_1,Bacteria,FALSE
TARA_SAMEA4397072_METAG_IBFJPNOF,1785_1,Bacteria,FALSE
TARA_SAMEA4397072_METAG_GMMPFIJG,4189_1,Bacteria,FALSE
TARA_SAMEA4397311_METAG_JMIIIKEJ,6201_1,Bacteria,FALSE
TARA_SAMEA4397311_METAG_OIGPDLKO,3346_1,Bacteria,FALSE
TARA_SAMEA4397311_METAG_LMIBCDNN,4138_1,Bacteria,FALSE
TARA_SAMEA4397311_METAG_LGHMOBNL,3976_1,Bacteria,FALSE
TARA_SAMEA4397311_METAG_GHBJEAOB,3829_1,Bacteria,FALSE
TARA_SAMEA4397311_METAG_JKCIHNMH,3331_1,Bacteria,FALSE
TARA_SAMEA4397311_METAG_FLGDOKBI,4139_1,Bacteria,FALSE
TARA_SAMEA4397311_METAG_EFKFIEJH,1616_1,Bacteria,FALSE
TARA_SAMEA4397311_METAG_FGAGKMPK,3312_1,Bacteria,FALSE
TARA_SAMEA4397311_METAG_ELNALMAF,1653_1,Bacteria,FALSE
TARA_SAMEA4397311_METAG_LMANLNKD,6203_1,Bacteria,FALSE
TARA_SAMEA4397311_METAG_MDNEPGAA,3522_2,Bacteria,FALSE
TARA_SAMEA4397311_METAG_OKCAOEMN,4970_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_IFDJJLDC,1436_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_LIGBHBCI,2776_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_ILHOEDLC,4113_1,Bacteria,TRUE
TARA_SAMEA4398176_METAG_MOBMCDLB,1557_0,Bacteria,TRUE
TARA_SAMEA4398176_METAG_CEGMLDFC,4562_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_FHCHNHJL,6203_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_IDMPINDM,3775_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_MKMBJHFD,1616_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_MCAMDOIP,1605_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_KMLFPNOE,4139_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_BJKMHBBN,3981_1,Bacteria,TRUE
TARA_SAMEA4398176_METAG_BFMAHDOH,3777_2,Bacteria,FALSE
TARA_SAMEA4398176_METAG_OHIDAPEF,3970_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_FOFMNJAA,3976_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_MJDGLOPO,3376_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_DONGGNED,2098_1,Archaea,TRUE
TARA_SAMEA4398176_METAG_BBJIEGDP,565_1,Bacteria,FALSE
TARA_SAMEA4398176_METAG_JOKLCBCA,3331_1,Bacteria,FALSE
TARA_SAMEA4397355_METAG_GAMKNJMC,4138_1,Bacteria,FALSE
TARA_SAMEA4397355_METAG_AHHGCAED,3916_1,Bacteria,FALSE
TARA_SAMEA4397355_METAG_NMOPFAIF,3508_1,Bacteria,FALSE
TARA_SAMEA4397355_METAG_FLDKLNEJ,6123_1,Bacteria,FALSE
TARA_SAMEA4397355_METAG_GBNGKNAM,148_1,Bacteria,TRUE
TARA_SAMEA4397355_METAG_FHHCAOIH,3929_1,Bacteria,FALSE
TARA_SAMEA4397355_METAG_MOIFIAGJ,1904_1,Archaea,FALSE
TARA_SAMEA4397355_METAG_NJGEOFHB,1938_1,Archaea,TRUE
TARA_SAMEA4397355_METAG_BEBACFKO,2400_1,Bacteria,FALSE
TARA_SAMEA4397355_METAG_BAFIJDJF,6124_1,Bacteria,FALSE
TARA_SAMEA4397355_METAG_GJEIFDFO,1888_1,Bacteria,FALSE
TARA_SAMEA4397355_METAG_CCBENKNF,3887_1,Bacteria,FALSE
TARA_SAMEA4397355_METAG_NAOJFDNG,536_1,Bacteria,FALSE
TARA_SAMEA4397355_METAG_LNMCKHJC,1657_1,Bacteria,FALSE
TARA_SAMEA4397355_METAG_MGJEDMOB,3520_1,Bacteria,FALSE
TARA_SAMEA4397730_METAG_DNEDKOCP,3822_1,Bacteria,TRUE
TARA_SAMEA4397730_METAG_IILBDIKD,2400_1,Bacteria,TRUE
TARA_SAMEA4397730_METAG_IAOPDLON,3916_1,Bacteria,TRUE
TARA_SAMEA4397730_METAG_AAMFEHOH,6124_1,Bacteria,TRUE
TARA_SAMEA4397730_METAG_DLBCGLOF,3929_1,Bacteria,FALSE
TARA_SAMEA4397730_METAG_HJLHKCMP,1944_1,Archaea,FALSE
TARA_SAMEA4397730_METAG_MFIANFGD,1903_1,Archaea,FALSE
TARA_SAMEA4397730_METAG_COOANKII,1938_1,Archaea,FALSE
TARA_SAMEA4397730_METAG_KKOAPPDK,1888_1,Bacteria,TRUE
TARA_SAMEA4397730_METAG_PNBNALNM,1657_1,Bacteria,FALSE
TARA_SAMEA4397730_METAG_APPCACAD,1902_1,Archaea,FALSE
TARA_SAMEA4397730_METAG_AEPJFDOM,6367_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_GOLPMMLI,3346_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_CAMNPADC,3829_1,Bacteria,TRUE
TARA_SAMEA4398067_METAG_KGGLPANE,1571_1,Bacteria,TRUE
TARA_SAMEA4398067_METAG_LJJNHKOF,3976_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_KPDKLMCO,4138_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_DNCIKKDC,3405_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_NAICBILF,3552_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_FFCGELPJ,6203_1,Bacteria,TRUE
TARA_SAMEA4398067_METAG_NCLEIOHB,3868_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_DFDIHLMN,1616_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_NFMICODN,4139_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_DFJLEHDO,2942_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_JAKAJNGF,6201_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_NABCHCLG,3393_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_AAAAJBGD,3970_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_EBJPFONO,3887_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_GMBCOGOC,6229_1,Bacteria,TRUE
TARA_SAMEA4398067_METAG_NGCEJAJH,1602_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_ADEEFOGF,3331_3,Bacteria,FALSE
TARA_SAMEA4398067_METAG_IHLIGHNB,3515_1,Bacteria,FALSE
TARA_SAMEA4398067_METAG_OHGPAEBD,1614_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_FLCEJGBL,6201_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_LLNGGIOL,4138_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_BHFKLDDG,6203_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_ICDDGKPI,1602_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_ALILFCPM,1461_1,Bacteria,TRUE
TARA_SAMEA4397569_METAG_LGMMKPIF,4139_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_DKAFNMNH,3831_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_JOGLIEEO,1652_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_KOBFDGJC,3981_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_ONDIMIII,3342_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_FDONCBOI,3829_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_ABPDIGHM,3508_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_KMBAAIKL,4970_1,Bacteria,FALSE
TARA_SAMEA4397569_METAG_HNAMOBAM,3534_1,Bacteria,FALSE
TARA_SAMEA4397472_METAG_LHPFMPKO,3415_0,Bacteria,TRUE
TARA_SAMEA4397472_METAG_OKEGKAFL,1602_1,Bacteria,TRUE
TARA_SAMEA4397472_METAG_LCMGNMHK,3325_0,Bacteria,TRUE
TARA_SAMEA4397472_METAG_INNDJFNJ,3829_1,Bacteria,FALSE
TARA_SAMEA4397472_METAG_FANKLAJP,467_1,Bacteria,TRUE
TARA_SAMEA4397472_METAG_BOAEAJCE,3702_1,Bacteria,FALSE
TARA_SAMEA4397472_METAG_KDCDGNFF,1616_1,Bacteria,FALSE
TARA_SAMEA4397472_METAG_CDHDNHMC,3380_1,Bacteria,TRUE
TARA_SAMEA4397472_METAG_IICFNMDO,15_1,Bacteria,FALSE
TARA_SAMEA4397472_METAG_KPDDLJNG,1158_0,Bacteria,TRUE
TARA_SAMEA4397472_METAG_JHDJPHEC,53_1,Bacteria,TRUE
TARA_SAMEA4397472_METAG_EHOHNOHM,3831_1,Bacteria,FALSE
TARA_SAMEA4397472_METAG_DNDFNLGM,1828_1,Bacteria,FALSE
TARA_SAMEA4397472_METAG_NDDKPJGF,2942_1,Bacteria,FALSE
TARA_SAMEA4397472_METAG_INICDPEC,3508_1,Bacteria,FALSE
TARA_SAMEA4397472_METAG_OLHOLOHE,1653_1,Bacteria,FALSE
TARA_SAMEA4397472_METAG_GNBHIEJB,2632_1,Bacteria,FALSE
TARA_SAMEA4398413_METAG_CALKJODJ,362_1,Bacteria,FALSE
TARA_SAMEA4398413_METAG_BNEBCEMC,6379_0,Bacteria,TRUE
TARA_SAMEA4398413_METAG_NLEBIJNN,3331_3,Bacteria,FALSE
TARA_SAMEA4398413_METAG_KBHFDNKM,6123_1,Bacteria,TRUE
TARA_SAMEA4398413_METAG_GBHDNGAB,2882_2,Bacteria,TRUE
TARA_SAMEA4398413_METAG_NPHGHJPH,3970_1,Bacteria,FALSE
TARA_SAMEA4398413_METAG_BAAIACAP,1904_1,Archaea,TRUE
TARA_SAMEA4398413_METAG_LDGNMECI,2417_1,Bacteria,TRUE
TARA_SAMEA4398413_METAG_JEBOCLCI,3982_1,Bacteria,FALSE
TARA_SAMEA4398413_METAG_HLBCLNHO,6125_2,Bacteria,TRUE
TARA_SAMEA4398413_METAG_ECNOPNFG,1887_1,Bacteria,FALSE
TARA_SAMEA4398413_METAG_JGNKJNOG,1937_1,Archaea,FALSE
TARA_SAMEA4398413_METAG_ECOHDKLK,1938_1,Archaea,FALSE
TARA_SAMEA4398413_METAG_MDDAGAFL,3981_1,Bacteria,FALSE
TARA_SAMEA4398413_METAG_LIKJKEFP,1900_1,Archaea,FALSE
TARA_SAMEA4397004_METAG_LIPKJGAN,6123_1,Bacteria,FALSE
TARA_SAMEA4397004_METAG_PNNEEMHB,3776_1,Bacteria,FALSE
TARA_SAMEA4397004_METAG_HGNLEAJF,3929_1,Bacteria,FALSE
TARA_SAMEA4397004_METAG_LFLDDBLH,229_1,Bacteria,FALSE
TARA_SAMEA4397004_METAG_LIBICKNG,3520_1,Bacteria,FALSE
TARA_SAMEA4397004_METAG_OJMPKIKB,4197_1,Bacteria,FALSE
TARA_SAMEA4396468_METAG_KMBHLFND,2370_1,Bacteria,TRUE
TARA_SAMEA4396468_METAG_DOOIBEFB,155_1,Bacteria,TRUE
TARA_SAMEA4396468_METAG_GEOAMOPC,278_2,Bacteria,TRUE
TARA_SAMEA4396468_METAG_OAOHDFNE,6302_1,Bacteria,FALSE
TARA_SAMEA4396468_METAG_AJLFPMMD,2263_1,Bacteria,FALSE
TARA_SAMEA4396468_METAG_NNIKMLFP,1934_1,Archaea,FALSE
TARA_SAMEA4396468_METAG_PADKGEKA,2076_0,Archaea,TRUE
TARA_SAMEA4396468_METAG_PHCOJFCM,6388_2,Bacteria,TRUE
TARA_SAMEA4396468_METAG_KPNOGEKM,66_2,Bacteria,TRUE
TARA_SAMEA4396538_METAG_AKMBCAPL,4138_1,Bacteria,FALSE
TARA_SAMEA4396538_METAG_GJBDHKGG,1602_1,Bacteria,FALSE
TARA_SAMEA4396538_METAG_AEEOOKMC,725_1,Bacteria,TRUE
TARA_SAMEA4396538_METAG_JPBGGFFI,6203_1,Bacteria,FALSE
TARA_SAMEA4396538_METAG_JEGCMNOG,940_1,Bacteria,FALSE
TARA_SAMEA4396538_METAG_NENAJCNL,6199_1,Bacteria,FALSE
TARA_SAMEA4396538_METAG_JMMOIPAP,3981_1,Bacteria,FALSE
TARA_SAMEA4396538_METAG_IAJCMMNB,3776_1,Bacteria,FALSE
TARA_SAMEA4396538_METAG_KIDNJKGB,3887_1,Bacteria,FALSE
TARA_SAMEA4396538_METAG_CBNNGALG,1945_2,Archaea,TRUE
TARA_SAMEA4396538_METAG_AFCJMCDO,3837_1,Bacteria,FALSE
TARA_SAMEA4396538_METAG_MPMINAEM,3519_0,Bacteria,TRUE
