bin,theta,left,right,bin_genomes,selected,species,regions,products,RiPPs,NRPS,T1PKS,T2_3PKS,Terpenes,Other,taxonomy,half_width,domain
12400,3.4915506465831996,12350,12450,174,TARA_SAMEA4397330_METAG_AFKOBOMF,3703_0,4,7,0,0,1,2,2,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__,0.0069707604653795425,Bacteria
12500,3.5070412253951537,12451,12549,96,TARA_SAMEA4397363_METAG_MMDIHOLP,3561_1,4,5,0,1,1,1,2,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus;s__,0.0069707604653795425,Bacteria
12600,3.5225318042071083,12550,12650,204,TARA_SAMEA2623513_METAG_KKMAEAIE,2680_1,7,9,0,2,0,1,2,4,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pseudozobellia;s__Pseudozobellia sp002320855,0.0069707604653795425,Bacteria
12700,3.538022383019063,12651,12749,115,MARD_SAMN09845332_REFG_MMP09845332,3648_0,6,7,0,1,0,1,3,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__,0.0069707604653795425,Bacteria
12800,3.5535129618310175,12750,12850,91,MARD_SAMD00050834_REFG_MMP00050834,3504_0,5,5,1,0,0,0,1,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum ovolyticum,0.0069707604653795425,Bacteria
12900,3.569003540642972,12851,12949,88,TARA_SAMEA4397649_METAG_CFCFNBDA,3508_1,3,3,0,0,0,1,2,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02;s__SCGC-AAA160-P02 sp000383355,0.0069707604653795425,Bacteria
13000,3.5844941194549267,12950,13050,18,MARD_SAMN05443667_REFG_MMP05443667,3652_2,4,5,0,0,0,2,2,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium gillisiae,0.0069707604653795425,Bacteria
13100,3.5999846982668813,13051,13149,222,TARA_SAMEA2622452_METAG_FDOFOKDB,3855_1,3,3,0,0,0,0,2,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__,0.0069707604653795425,Bacteria
13200,3.6154752770788354,13150,13250,555,TARA_SAMEA2621423_METAG_GOFEFFGP,3828_1,3,3,0,0,0,0,3,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7428;s__,0.0069707604653795425,Bacteria
13300,3.63096585589079,13251,13349,643,TARA_SAMEA2619531_METAG_PHDFCECG,3917_1,3,3,0,0,0,1,1,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__TMED96_A;s__,0.0069707604653795425,Bacteria
13400,3.6464564347027446,13350,13450,404,GORG_SAMEA6068456_SAGS_AH326E05,3360_1,3,3,0,0,0,0,3,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA724;s__,0.0069707604653795425,Bacteria
13500,3.661947013514699,13451,13549,1,MARD_SAMN05421793_REFG_MMP05421793,3640_0,1,1,0,0,0,0,1,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium_B;s__Chryseobacterium_B hominis,0.0069707604653795425,Bacteria
13600,3.677437592326654,13550,13650,115,TARA_SAMEA2620970_METAG_AFCLEHIJ,2704_1,3,3,0,1,0,0,2,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__UBA10364 sp002707525,0.0069707604653795425,Bacteria
13700,3.6929281711386084,13651,13749,143,TARA_SAMEA4397586_METAG_ILCHCBMA,3603_0,5,6,0,1,0,1,1,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Owenweeksia;s__,0.0069707604653795425,Bacteria
13800,3.708418749950563,13750,13850,297,BGEO_SAMN07136523_METAG_PEMLLCLE,2978_0,3,3,0,0,0,0,1,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__,0.0069707604653795425,Bacteria
13900,3.7239093287625176,13851,13949,222,TARA_SAMEA4398027_METAG_BKLIPBOK,3710_0,4,5,0,0,0,1,2,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA2040;s__,0.0069707604653795425,Bacteria
14000,3.739399907574472,13950,14050,184,TARA_SAMEA4397426_METAG_GPFFIEFF,3477_0,4,4,0,0,0,0,3,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__,0.0069707604653795425,Bacteria
14100,3.7548904863864263,14051,14149,121,TARA_SAMEA4397118_METAG_MADEPHFA,2342_1,7,7,0,0,0,1,1,5,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10329;g__UBA10329;s__,0.0069707604653795425,Bacteria
14200,3.770381065198381,14150,14250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
14300,3.7858716440103355,14251,14349,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
14400,3.80136222282229,14350,14450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
14500,3.8168528016342447,14451,14549,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
14600,3.8323433804461993,14550,14650,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
14700,3.847833959258154,14651,14749,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
14800,3.8633245380701084,14750,14850,3,TARA_SAMEA4396988_METAG_CABPDNKF,3733_0,5,5,1,0,0,1,2,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Sunxiuqinia;s__,0.0069707604653795425,Bacteria
14900,3.8788151168820626,14851,14949,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
15000,3.894305695694017,14950,15050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
15100,3.909796274505972,15051,15149,8,TARA_SAMEA2620980_METAG_HLDEJBHE,424_0,7,10,2,3,1,0,0,4,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__GCA-002708315;s__GCA-002708315 sp002708315,0.0069707604653795425,Bacteria
15200,3.9252868533179264,15150,15250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
15300,3.940777432129881,15251,15349,54,MARD_SAMN04489723_REFG_MMP04489723,3400_1,6,6,0,1,0,1,3,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus aquimarinus,0.0069707604653795425,Bacteria
15400,3.9562680109418356,15350,15450,104,TARA_SAMEA4396489_METAG_ECBNFGIB,3402_0,6,8,0,2,2,1,1,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__,0.0069707604653795425,Bacteria
15500,3.97175858975379,15451,15549,33,TARA_SAMEA4397445_METAG_GIPEALJA,5067_0,4,6,0,1,0,1,1,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__,0.0069707604653795425,Bacteria
15600,3.9872491685657447,15550,15650,304,TARA_SAMEA2621221_METAG_NNFMABOM,3809_1,1,1,0,0,0,0,1,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Marinoscillaceae;g__MED-G16;s__MED-G16 sp002697405,0.0069707604653795425,Bacteria
15700,4.002739747377699,15651,15749,50,TARA_SAMEA2621221_METAG_AAEOKLBO,3796_1,1,1,0,0,0,0,1,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Marinoscillaceae;g__GCA-2715645;s__GCA-2715645 sp002715645,0.0069707604653795425,Bacteria
15800,4.018230326189654,15750,15850,41,TARA_SAMEA4397196_METAG_ICABMHNN,3393_1,5,5,0,0,0,0,2,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA8649;g__;s__,0.0069707604653795425,Bacteria
15900,4.0337209050016085,15851,15949,109,TARA_SAMN05326640_METAG_ANE00004,4386_2,4,4,0,0,0,1,3,0,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA1275;s__UBA1275 sp002323515,0.0069707604653795425,Bacteria
16000,4.049211483813563,15950,16050,3,TARA_SAMN05326646_METAG_PSW00112,3327_0,1,1,0,0,0,0,1,0,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__XYC2-FULL-35-21;g__;s__,0.0069707604653795425,Bacteria
16100,4.064702062625517,16051,16149,387,GORG_SAMEA6079481_SAGS_AG470O07,3137_2,1,1,0,0,0,0,0,1,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-2691785;s__,0.0069707604653795425,Bacteria
16200,4.080192641437471,16150,16250,724,TARA_SAMEA2621003_METAG_IGPDCLAD,3063_2,2,2,0,0,0,0,2,0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__GCA-002713455;s__,0.0069707604653795425,Bacteria
16300,4.095683220249426,16251,16349,334,TARA_SAMEA2623649_METAG_LFKFDLGF,5042_2,1,1,0,0,0,0,0,1,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;g__Marinisoma;s__,0.0069707604653795425,Bacteria
16400,4.111173799061381,16350,16450,141,TARA_SAMEA2622119_METAG_AOELNIIP,3258_0,1,1,0,0,0,0,1,0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-002707645;g__;s__,0.0069707604653795425,Bacteria
16500,4.126664377873335,16451,16549,1,TARA_SAMEA4398176_METAG_MOBMCDLB,1557_0,2,2,1,0,0,0,1,0,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__;g__;s__,0.0069707604653795425,Bacteria
16600,4.14215495668529,16550,16650,230,TARA_SAMEA2622733_METAG_DBAIKBEI,1500_1,3,4,0,2,1,0,1,0,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__;s__,0.0069707604653795425,Bacteria
16700,4.157645535497244,16651,16749,35,TARA_SAMEA4398387_METAG_LABGGNAJ,2234_0,8,9,2,1,1,2,1,2,d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__;g__;s__,0.0069707604653795425,Bacteria
16800,4.173136114309199,16750,16850,1,MARD_SAMN06140193_REFG_MMP06140193,689_0,12,12,2,5,0,0,0,5,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002966775,0.0069707604653795425,Bacteria
16900,4.1886266931211535,16851,16949,1,TARA_SAMEA4397666_METAG_KIBCBFEH,690_0,13,13,2,5,0,0,2,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E brenneri_B,0.0069707604653795425,Bacteria
17000,4.204117271933108,16950,17050,3,MARD_SAMN10412359_REFG_MMP10412359,688_2,7,7,3,3,0,0,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E hunanensis,0.0069707604653795425,Bacteria
17100,4.219607850745063,17051,17149,28,TARA_SAMEA4397118_METAG_BEODKAND,684_1,7,8,3,0,0,0,0,5,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E peli,0.0069707604653795425,Bacteria
17200,4.235098429557017,17150,17250,82,MARD_SAMN08122818_REFG_MMP08122818,679_2,8,9,1,1,0,0,1,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri_U,0.0069707604653795425,Bacteria
17300,4.250589008368972,17251,17349,204,TARA_SAMEA4398168_METAG_EEEDAEIF,581_1,7,7,1,1,0,0,0,5,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__,0.0069707604653795425,Bacteria
17400,4.2660795871809265,17350,17450,65,MARD_SAMN08776300_REFG_MMP08776300,662_0,6,6,0,1,0,0,1,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Kushneria;s__Kushneria marisflavi,0.0069707604653795425,Bacteria
17500,4.281570165992881,17451,17549,108,BGEO_SAMN07136708_METAG_JGHHNJEM,1491_0,5,7,2,1,1,0,0,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__;s__,0.0069707604653795425,Bacteria
17600,4.297060744804836,17550,17650,264,MARD_SAMN04965930_REFG_MMP04965930,613_3,9,9,1,1,0,0,0,7,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter sp001650915,0.0069707604653795425,Bacteria
17700,4.31255132361679,17651,17749,426,TARA_SAMEA4398387_METAG_PINODCNJ,722_4,5,5,2,1,0,0,0,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__Porticoccus hydrocarbonoclasticus,0.0069707604653795425,Bacteria
17800,4.328041902428744,17750,17850,65,MARD_SAMD00025187_REFG_MMP00025187,3371_1,9,9,2,2,0,0,0,5,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio;s__Cellvibrio sp000953825,0.0069707604653795425,Bacteria
17900,4.343532481240699,17851,17949,208,TARA_SAMEA4396941_METAG_FIKOMDNM,419_1,7,7,2,2,0,1,0,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__,0.0069707604653795425,Bacteria
18000,4.359023060052653,17950,18050,235,TARA_SAMEA2622765_METAG_DACAFNHL,595_1,5,7,2,2,1,0,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__UBA7803 sp002480525,0.0069707604653795425,Bacteria
18100,4.374513638864608,18051,18149,291,TARA_SAMEA2620980_METAG_KJEMGKPN,1453_1,3,3,0,0,0,0,0,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__,0.0069707604653795425,Bacteria
18200,4.390004217676562,18150,18250,114,TARA_SAMEA2620824_METAG_JNDIHJFK,521_1,5,5,1,1,0,0,0,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__Pseudohongiella;s__Pseudohongiella sp002354805,0.0069707604653795425,Bacteria
18300,4.405494796488517,18251,18349,30,TARA_SAMEA2620227_METAG_PDPEFNBK,2918_0,7,7,2,2,0,0,0,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baylyi,0.0069707604653795425,Bacteria
18400,4.4209853753004715,18350,18450,194,TARA_SAMEA2622658_METAG_CHOAGAJB,704_1,15,18,1,11,2,0,0,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__Ketobacter sp002471665,0.0069707604653795425,Bacteria
18500,4.436475954112426,18451,18549,16,TARA_SAMN05326641_METAG_ANW00019,705_1,9,9,1,5,0,0,0,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__GCA-2701845;s__GCA-2701845 sp002701845,0.0069707604653795425,Bacteria
18600,4.451966532924381,18550,18650,1,MARD_SAMN09736005_REFG_MMP09736005,3046_0,2,2,1,1,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii,0.0069707604653795425,Bacteria
18700,4.467457111736335,18651,18749,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
18800,4.48294769054829,18750,18850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
18900,4.4984382693602445,18851,18949,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
19000,4.513928848172199,18950,19050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
19100,4.529419426984154,19051,19149,95,MARD_SAMN06133340_REFG_MMP06133340,1768_1,8,10,2,4,1,0,0,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio jasicida,0.0069707604653795425,Bacteria
19200,4.544910005796108,19150,19250,191,MARD_SAMN05418059_REFG_MMP05418059,1749_10,8,10,2,1,0,1,0,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus,0.0069707604653795425,Bacteria
19300,4.560400584608062,19251,19349,22,MARD_SAMEA3872803_REFG_MMP3872803,1733_2,12,12,4,4,0,0,0,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Grimontia;s__Grimontia marina,0.0069707604653795425,Bacteria
19400,4.575891163420017,19350,19450,303,TARA_SAMEA4398193_METAG_HLBDJCNA,1825_1,7,8,2,0,0,0,0,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Paraglaciecola;s__Paraglaciecola arctica,0.0069707604653795425,Bacteria
19500,4.591381742231971,19451,19549,141,MARD_SAMN02470761_REFG_MMP02470761,1864_0,8,9,2,1,0,0,0,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Catenovulum;s__Catenovulum agarivorans,0.0069707604653795425,Bacteria
19600,4.606872321043926,19550,19650,47,MARD_SAMN02470762_REFG_MMP02470762,1778_1,15,20,6,9,4,0,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas sp002850255,0.0069707604653795425,Bacteria
19700,4.62236289985588,19651,19749,80,MARD_SAMN10397511_REFG_MMP10397511,1796_1,7,8,3,0,0,1,1,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp002836275,0.0069707604653795425,Bacteria
19800,4.637853478667835,19750,19850,15,MARD_SAMD00011086_REFG_MMP00011086,1707_2,6,7,2,0,0,1,0,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella indica,0.0069707604653795425,Bacteria
19900,4.6533440574797895,19851,19949,35,TARA_SAMEA2621859_METAG_LMMJEOCK,2639_1,7,8,1,3,0,0,1,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA1113;f__UBA1113;g__GCA-2709565;s__GCA-2709565 sp002709565,0.0069707604653795425,Bacteria
20000,4.668834636291744,19950,20050,241,TARA_SAMEA4396941_METAG_KHPFJDKB,4152_1,7,7,3,0,0,1,2,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__,0.0069707604653795425,Bacteria
20100,4.684325215103699,20051,20149,2,MARD_SAMN08241739_REFG_MMP08241739,409_1,5,5,3,1,0,0,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas bentonitica,0.0069707604653795425,Bacteria
20200,4.699815793915653,20150,20250,5,TARA_SAMEA4396489_METAG_KGPCBANM,408_3,3,3,1,1,0,0,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__,0.0069707604653795425,Bacteria
20300,4.715306372727608,20251,20349,66,TARA_SAMEA4397859_METAG_BFDFGKDA,1874_1,5,5,1,3,0,0,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__,0.0069707604653795425,Bacteria
20400,4.7307969515395625,20350,20450,171,MALA_SAMN05422136_METAG_DBKFPAHM,2431_1,8,10,1,2,1,1,0,5,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Oceanococcaceae;g__OUC007;s__,0.0069707604653795425,Bacteria
20500,4.746287530351517,20451,20549,32,TARA_SAMEA4397295_METAG_KKGMBBHD,724_1,3,3,1,0,0,0,0,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__;s__,0.0069707604653795425,Bacteria
20600,4.761778109163472,20550,20650,75,TARA_SAMEA4397815_METAG_KGKDLCCI,1551_1,7,7,3,0,0,0,2,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002354555,0.0069707604653795425,Bacteria
20700,4.777268687975426,20651,20749,153,TARA_SAMEA4398315_METAG_ODIMHKIJ,6173_1,7,8,3,1,0,0,2,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__,0.0069707604653795425,Bacteria
20800,4.792759266787381,20750,20850,31,TARA_SAMEA4398387_METAG_JJNBKCLE,288_1,12,13,3,2,0,0,2,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA11873;s__,0.0069707604653795425,Bacteria
20900,4.808249845599335,20851,20949,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
21000,4.823740424411289,20950,21050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
21100,4.839231003223244,21051,21149,3,TARA_SAMEA2620039_METAG_PIJHEMFK,412_1,4,4,1,0,0,0,1,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense,0.0069707604653795425,Bacteria
21200,4.854721582035198,21150,21250,3,TARA_SAMEA4398360_METAG_GJHCJNNP,638_0,5,5,0,2,0,0,1,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,0.0069707604653795425,Bacteria
21300,4.870212160847153,21251,21349,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
21400,4.8857027396591075,21350,21450,14,BGEO_SAMN07136900_METAG_NDDKEADO,635_0,8,8,4,0,0,0,1,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelomonas;s__,0.0069707604653795425,Bacteria
21500,4.901193318471062,21451,21549,4,TARA_SAMEA2623155_METAG_PHNCPJBF,637_0,6,6,1,1,0,0,3,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquincola;s__,0.0069707604653795425,Bacteria
21600,4.916683897283017,21550,21650,64,TARA_SAMEA4397472_METAG_BNLFDNKL,4187_0,6,6,0,0,0,0,2,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__SCGC-AAA027-K21;s__,0.0069707604653795425,Bacteria
21700,4.932174476094971,21651,21749,10,TARA_SAMEA4398387_METAG_OKGACJPI,1539_1,11,12,0,5,1,1,1,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,0.0069707604653795425,Bacteria
21800,4.947665054906926,21750,21850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
21900,4.9631556337188805,21851,21949,55,TARA_SAMEA4398094_METAG_HAHDNDFA,2328_1,4,4,1,0,0,0,2,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__,0.0069707604653795425,Bacteria
22000,4.978646212530835,21950,22050,89,TARA_SAMEA4396941_METAG_HEODMAFM,396_0,6,6,3,0,0,0,1,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__Thiobacillus;s__,0.0069707604653795425,Bacteria
22100,4.99413679134279,22051,22149,81,TARA_SAMEA4397174_METAG_KMIHOAAC,493_0,4,4,1,0,0,0,2,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__,0.0069707604653795425,Bacteria
22200,5.009627370154744,22150,22250,619,TARA_SAMEA2619974_METAG_FFBADHGH,502_1,5,6,3,1,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002327725,0.0069707604653795425,Bacteria
22300,5.025117948966699,22251,22349,769,GORG_SAMEA6078850_SAGS_AG457O06,4988_3,3,3,0,0,0,0,0,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__,0.0069707604653795425,Bacteria
22400,5.040608527778653,22350,22450,1015,MARD_SAMN08886182_SAGS_MMP08886182,4888_1,2,2,1,0,0,0,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__TMED112;s__TMED112 sp003278815,0.0069707604653795425,Bacteria
22500,5.056099106590608,22451,22549,873,TARA_SAMEA2623907_METAG_BFCKENLM,4597_1,2,2,0,0,0,0,0,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__,0.0069707604653795425,Bacteria
