selected,species,representative_flag,taxonomy,regions,products,RiPPs,NRPS,T1PKS,T2_3PKS,Terpenes,Other,domain,representative,n_genomes,selection_rule,tree_tip
MARD_SAMN05444336_REFG_MMP05444336,1311_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albimonas;s__Albimonas donghaensis,5,5,1,0,1,0,1,2,Bacteria,MARD_SAMN05444336_REFG_MMP05444336,2,max_regions_first_source_row,MARD_SAMN05444336_REFG_MMP05444336
TARA_SAMEA4398001_METAG_MAGPKEIF,1312_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albimonas;s__,7,7,1,0,2,0,1,3,Bacteria,TARA_SAMEA4398001_METAG_MAGPKEIF,2,max_regions_first_source_row,TARA_SAMEA4398001_METAG_MAGPKEIF
MARD_SAMN05216258_REFG_MMP05216258,1312_2,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albimonas;s__Albimonas pacifica,8,9,2,1,2,0,2,2,Bacteria,MARD_SAMN05216258_REFG_MMP05216258,1,max_regions_first_source_row,MARD_SAMN05216258_REFG_MMP05216258
TARA_SAMEA2621242_METAG_MCEMBNOM,1312_3,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albimonas;s__,2,2,0,0,0,0,0,2,Bacteria,TARA_SAMEA2621242_METAG_MCEMBNOM,1,max_regions_first_source_row,TARA_SAMEA2621242_METAG_MCEMBNOM
TARA_SAMEA2623390_METAG_GAKINMBA,1312_4,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albimonas;s__,7,8,2,1,2,0,1,2,Bacteria,TARA_SAMEA2623390_METAG_GAKINMBA,1,max_regions_first_source_row,TARA_SAMEA2623390_METAG_GAKINMBA
MARD_SAMN04490244_REFG_MMP04490244,1317_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseivivax_A;s__Roseivivax_A roseus,7,8,0,0,0,0,2,6,Bacteria,MARD_SAMN04490244_REFG_MMP04490244,1,max_regions_first_source_row,MARD_SAMN04490244_REFG_MMP04490244
MARD_SAMN05444413_REFG_MMP05444413,1318_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseivivax;s__Roseivivax marinus,8,9,1,1,1,0,1,5,Bacteria,MARD_SAMN05444413_REFG_MMP05444413,1,max_regions_first_source_row,MARD_SAMN05444413_REFG_MMP05444413
MARD_SAMN04488011_REFG_MMP04488011,1319_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Maribius;s__Maribius pelagius,2,2,0,0,0,0,1,1,Bacteria,MARD_SAMN04488012_REFG_MMP04488012,2,max_regions_first_source_row,MARD_SAMN04488012_REFG_MMP04488012
MARD_SAMN04488047_REFG_MMP04488047,1320_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tranquillimonas;s__Tranquillimonas alkanivorans,6,6,0,0,0,0,3,3,Bacteria,MARD_SAMN04488047_REFG_MMP04488047,1,max_regions_first_source_row,MARD_SAMN04488047_REFG_MMP04488047
TARA_SAMEA2622822_METAG_PPEPLHJD,132_1,TRUE,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__UBA6930;s__UBA6930 sp002450755,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2622822_METAG_PPEPLHJD,2,max_regions_first_source_row,TARA_SAMEA2622822_METAG_PPEPLHJD
MARD_SAMN03339836_REFG_MMP03339836,1331_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tritonibacter;s__Tritonibacter mobile,6,7,1,2,1,0,0,3,Bacteria,MARD_SAMN03339836_REFG_MMP03339836,3,max_regions_first_source_row,MARD_SAMN03339836_REFG_MMP03339836
MARD_SAMEA3531082_REFG_MMP3531082,1333_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thalassobius;s__Thalassobius mediterraneus_B,7,8,1,2,1,0,1,3,Bacteria,MARD_SAMEA3531082_REFG_MMP3531082,3,max_regions_first_source_row,MARD_SAMEA3531082_REFG_MMP3531082
MARD_SAMEA3532031_REFG_MMP3532031,1334_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thalassobius;s__Thalassobius mediterraneus,5,6,1,1,1,0,1,2,Bacteria,MARD_SAMEA3532031_REFG_MMP3532031,1,max_regions_first_source_row,MARD_SAMEA3532031_REFG_MMP3532031
TARA_SAMEA4396941_METAG_EHPFJEKM,1335_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,2,2,1,0,0,0,1,0,Bacteria,TARA_SAMEA4396941_METAG_EHPFJEKM,5,max_regions_first_source_row,TARA_SAMEA4396941_METAG_EHPFJEKM
TARA_SAMEA2621448_METAG_FKEHMPJE,1339_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera aquimarina,4,5,0,2,0,0,0,3,Bacteria,TARA_SAMEA2621448_METAG_FKEHMPJE,1,max_regions_first_source_row,TARA_SAMEA2621448_METAG_FKEHMPJE
MARD_SAMEA3535146_REFG_MMP3535146,1340_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudophaeobacter;s__Pseudophaeobacter sp001457775,6,7,1,1,1,0,0,4,Bacteria,MARD_SAMEA3535146_REFG_MMP3535146,1,max_regions_first_source_row,MARD_SAMEA3535146_REFG_MMP3535146
MARD_SAMN02436137_REFG_MMP02436137,1341_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudophaeobacter;s__Pseudophaeobacter sp000152965,11,13,2,3,1,0,0,7,Bacteria,MARD_SAMN02436137_REFG_MMP02436137,1,max_regions_first_source_row,MARD_SAMN02436137_REFG_MMP02436137
MARD_SAMN04488019_REFG_MMP04488019,1342_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter;s__Phaeobacter italicus,6,7,1,1,1,0,0,4,Bacteria,MARD_SAMEA3393042_REFG_MMP3393042,4,max_regions_first_source_row,MARD_SAMEA3393042_REFG_MMP3393042
MARD_SAMN05421764_REFG_MMP05421764,1345_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Donghicola;s__Donghicola eburneus,4,4,1,0,0,0,1,2,Bacteria,MARD_SAMN05421764_REFG_MMP05421764,1,max_regions_first_source_row,MARD_SAMN05421764_REFG_MMP05421764
MARD_SAMEA3542137_REFG_MMP3542137,1346_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudopelagicola;s__Pseudopelagicola sp001458215,4,5,1,1,1,0,0,2,Bacteria,MARD_SAMEA3542137_REFG_MMP3542137,1,max_regions_first_source_row,MARD_SAMEA3542137_REFG_MMP3542137
MARD_SAMN05444486_REFG_MMP05444486,1347_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Lentibacter;s__Lentibacter algarum,6,7,1,1,1,0,0,4,Bacteria,MARD_SAMN05444486_REFG_MMP05444486,1,max_regions_first_source_row,MARD_SAMN05444486_REFG_MMP05444486
MARD_SAMN05443635_REFG_MMP05443635,1348_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter denitrificans,6,6,2,0,0,0,1,3,Bacteria,MARD_SAMN05443635_REFG_MMP05443635,1,max_regions_first_source_row,MARD_SAMN05443635_REFG_MMP05443635
TARA_SAMEA4398067_METAG_BMGDKCLP,1350_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__,5,5,1,0,0,0,2,2,Bacteria,TARA_SAMEA4398067_METAG_BMGDKCLP,2,max_regions_first_source_row,TARA_SAMEA4398067_METAG_BMGDKCLP
TARA_SAMEA4397798_METAG_KKNFBHFK,1351_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__,4,4,1,0,0,0,2,1,Bacteria,TARA_SAMEA4397798_METAG_KKNFBHFK,1,max_regions_first_source_row,TARA_SAMEA4397798_METAG_KKNFBHFK
MARD_SAMN05444851_REFG_MMP05444851,1353_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliiroseovarius;s__Aliiroseovarius sediminilitoris,3,3,1,0,0,0,0,2,Bacteria,MARD_SAMN05444851_REFG_MMP05444851,1,max_regions_first_source_row,MARD_SAMN05444851_REFG_MMP05444851
TARA_SAMEA4397489_METAG_EOIDKPKM,1355_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__,2,2,1,0,0,0,1,0,Bacteria,TARA_SAMEA4397489_METAG_EOIDKPKM,2,max_regions_first_source_row,TARA_SAMEA4397489_METAG_EOIDKPKM
TARA_SAMEA4396941_METAG_JPPFBIEP,1356_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__,2,2,1,0,0,0,1,0,Bacteria,TARA_SAMEA4398238_METAG_MBGMDCJJ,18,max_regions_first_source_row,TARA_SAMEA4398238_METAG_MBGMDCJJ
TARA_SAMEA4397536_METAG_AFHMJNGG,1356_2,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA4397445_METAG_BOEPPBLI,2,max_regions_first_source_row,TARA_SAMEA4397445_METAG_BOEPPBLI
MARD_SAMN04488568_REFG_MMP04488568,1357_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__Maricaulis salignorans,2,2,1,0,0,0,1,0,Bacteria,MARD_SAMN04488568_REFG_MMP04488568,1,max_regions_first_source_row,MARD_SAMN04488568_REFG_MMP04488568
TARA_SAMEA4397174_METAG_LKJKBNBO,1358_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA4397174_METAG_LKJKBNBO,1,max_regions_first_source_row,TARA_SAMEA4397174_METAG_LKJKBNBO
TARA_SAMEA4397023_METAG_CCMDBIHC,1359_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__,2,2,1,0,0,0,1,0,Bacteria,TARA_SAMEA4397023_METAG_CCMDBIHC,1,max_regions_first_source_row,TARA_SAMEA4397023_METAG_CCMDBIHC
TARA_SAMEA4397489_METAG_HPKDIOHE,1360_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__,2,2,1,0,0,0,1,0,Bacteria,TARA_SAMEA4397489_METAG_HPKDIOHE,1,max_regions_first_source_row,TARA_SAMEA4397489_METAG_HPKDIOHE
TARA_SAMEA2622765_METAG_JCDEOOFJ,1361_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__Maricaulis sp002707795,2,2,0,0,0,0,1,1,Bacteria,TARA_SAMN05326645_METAG_PSE00002,5,max_regions_first_source_row,TARA_SAMN05326645_METAG_PSE00002
TARA_SAMEA2619815_METAG_CFAFOEAL,1361_2,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__,2,2,0,0,0,0,1,1,Bacteria,TARA_SAMEA2619815_METAG_CFAFOEAL,1,max_regions_first_source_row,TARA_SAMEA2619815_METAG_CFAFOEAL
TARA_SAMEA2620198_METAG_NKEODJMG,1362_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__Maricaulis sp002694345,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2620198_METAG_NKEODJMG,1,max_regions_first_source_row,TARA_SAMEA2620198_METAG_NKEODJMG
TARA_SAMEA2621033_METAG_HPDICKAJ,1363_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__,2,2,0,0,0,0,1,1,Bacteria,TARA_SAMEA2621033_METAG_HPDICKAJ,1,max_regions_first_source_row,TARA_SAMEA2621033_METAG_HPDICKAJ
MARD_SAMN08769778_REFG_MMP08769778,1364_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__Maricaulis sp001924955,1,1,0,0,0,0,1,0,Bacteria,MARD_SAMN08769778_REFG_MMP08769778,1,max_regions_first_source_row,MARD_SAMN08769778_REFG_MMP08769778
TARA_SAMEA2620273_METAG_LMLOEFFO,1365_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hyphobacterium;s__Hyphobacterium sp002692855,2,2,1,0,0,0,0,1,Bacteria,TARA_SAMEA2620256_METAG_FEMCGAMN,3,max_regions_first_source_row,TARA_SAMEA2620256_METAG_FEMCGAMN
TARA_SAMEA4397174_METAG_PCNIEGAM,1366_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hyphobacterium;s__,3,3,1,0,0,0,0,2,Bacteria,TARA_SAMEA4397174_METAG_PCNIEGAM,4,max_regions_first_source_row,TARA_SAMEA4397174_METAG_PCNIEGAM
TARA_SAMEA4397174_METAG_NKFCNDGN,1367_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hyphobacterium;s__Hyphobacterium sp003129605,2,2,1,0,0,0,0,1,Bacteria,MARD_SAMN08903215_REFG_MMP08903215,4,max_regions_first_source_row,MARD_SAMN08903215_REFG_MMP08903215
TARA_SAMEA2620210_METAG_KALGPLOK,1368_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hyphobacterium;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2620210_METAG_KALGPLOK,1,max_regions_first_source_row,TARA_SAMEA2620210_METAG_KALGPLOK
TARA_SAMEA2621076_METAG_KIMMEJCL,1369_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Oceanicaulis;s__Oceanicaulis sp000152745,1,1,0,0,0,0,1,0,Bacteria,MARD_SAMN02436134_REFG_MMP02436134,10,max_regions_first_source_row,MARD_SAMN02436134_REFG_MMP02436134
TARA_SAMEA4398219_METAG_MOHHODOE,136_0,TRUE,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__UBA796;s__,2,2,0,0,0,1,0,1,Bacteria,TARA_SAMEA4398219_METAG_MOHHODOE,1,max_regions_first_source_row,TARA_SAMEA4398219_METAG_MOHHODOE
TARA_SAMEA2619815_METAG_PHDPGBKG,1370_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Oceanicaulis;s__Oceanicaulis alexandrii,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2620824_METAG_NIGBPHMF,5,max_regions_first_source_row,TARA_SAMEA2620824_METAG_NIGBPHMF
TARA_SAMEA2620565_METAG_CLFIELCF,1371_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Oceanicaulis;s__,2,2,0,0,0,0,0,2,Bacteria,TARA_SAMEA2620565_METAG_CLFIELCF,1,max_regions_first_source_row,TARA_SAMEA2620565_METAG_CLFIELCF
TARA_SAMN05326646_METAG_PSW00020,1374_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__;s__,10,11,5,0,0,0,1,5,Bacteria,TARA_SAMN05326646_METAG_PSW00020,2,max_regions_first_source_row,TARA_SAMN05326646_METAG_PSW00020
TARA_SAMN05326646_METAG_PSW00046,1375_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__GCA-2721365;g__GCA-2721365;s__GCA-2721365 sp002721365,4,4,1,0,0,0,2,1,Bacteria,TARA_SAMN05326646_METAG_PSW00046,2,max_regions_first_source_row,TARA_SAMN05326646_METAG_PSW00046
TARA_SAMEA4398238_METAG_DNPPHHEA,1376_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__;s__,3,3,0,0,0,1,1,1,Bacteria,TARA_SAMEA4398238_METAG_DNPPHHEA,1,max_regions_first_source_row,TARA_SAMEA4398238_METAG_DNPPHHEA
TARA_SAMEA4397920_METAG_HCFGADBA,1377_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA2964;g__;s__,6,7,2,0,0,0,2,3,Bacteria,TARA_SAMEA4397920_METAG_HCFGADBA,2,max_regions_first_source_row,TARA_SAMEA4397920_METAG_HCFGADBA
TARA_SAMEA4398027_METAG_DOLBIGEE,1378_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA2964;g__;s__,6,6,1,0,0,0,2,3,Bacteria,TARA_SAMEA4398027_METAG_DOLBIGEE,1,max_regions_first_source_row,TARA_SAMEA4398027_METAG_DOLBIGEE
TARA_SAMEA2621551_METAG_AJELNHCL,1379_0,TRUE,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1127;f__UBA1127;g__UBA1127;s__UBA1127 sp002311595,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2621551_METAG_AJELNHCL,1,max_regions_first_source_row,TARA_SAMEA2621551_METAG_AJELNHCL
TARA_SAMEA2622823_METAG_NBIPLGMD,137_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA2966;f__;g__;s__,1,1,0,0,0,1,0,0,Bacteria,TARA_SAMEA2622823_METAG_NBIPLGMD,1,max_regions_first_source_row,TARA_SAMEA2622823_METAG_NBIPLGMD
TARA_SAMEA2620947_METAG_GLLMAFGJ,1380_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__,2,2,0,0,1,0,1,0,Bacteria,TARA_SAMEA2620947_METAG_GLLMAFGJ,2,max_regions_first_source_row,TARA_SAMEA2620947_METAG_GLLMAFGJ
TARA_SAMEA4397330_METAG_GDIMMCKF,1381_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__,2,2,1,0,0,0,1,0,Bacteria,TARA_SAMEA4397330_METAG_GDIMMCKF,3,max_regions_first_source_row,TARA_SAMEA4397330_METAG_GDIMMCKF
TARA_SAMEA2620812_METAG_HDCKCBGN,1382_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__Parvibaculum sp002694985,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2620812_METAG_HDCKCBGN,2,max_regions_first_source_row,TARA_SAMEA2620812_METAG_HDCKCBGN
TARA_SAMEA2623463_METAG_KOBBDBJG,1383_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__Parvibaculum sp002480495,2,2,0,0,0,0,1,1,Bacteria,TARA_SAMN05326641_METAG_ANW00001,7,max_regions_first_source_row,TARA_SAMN05326641_METAG_ANW00001
TARA_SAMEA2622212_METAG_LOCHKFBB,1384_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__GCA-2684405;s__GCA-2684405 sp002684405,4,4,1,0,0,0,1,2,Bacteria,TARA_SAMEA2622212_METAG_LOCHKFBB,1,max_regions_first_source_row,TARA_SAMEA2622212_METAG_LOCHKFBB
TARA_SAMEA4397747_METAG_CPCGJFFJ,1385_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__;s__,3,3,0,0,0,0,1,2,Bacteria,TARA_SAMEA4397747_METAG_CPCGJFFJ,2,max_regions_first_source_row,TARA_SAMEA4397747_METAG_CPCGJFFJ
TARA_SAMEA4397215_METAG_CJAEGIAG,1386_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__;s__,4,4,1,0,0,0,1,2,Bacteria,TARA_SAMEA4397215_METAG_CJAEGIAG,2,max_regions_first_source_row,TARA_SAMEA4397215_METAG_CJAEGIAG
TARA_SAMEA4397330_METAG_JKLCIOBJ,1387_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__;s__,4,4,0,0,0,0,1,3,Bacteria,TARA_SAMEA4397445_METAG_HGEHDPGP,2,max_regions_first_source_row,TARA_SAMEA4397445_METAG_HGEHDPGP
TARA_SAMEA4397489_METAG_NBCKLLEC,1387_2,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__;s__,3,3,0,0,0,0,1,2,Bacteria,TARA_SAMEA4397489_METAG_NBCKLLEC,1,max_regions_first_source_row,TARA_SAMEA4397489_METAG_NBCKLLEC
TARA_SAMEA4397489_METAG_JJCNIHBC,1388_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__;s__,3,3,0,0,0,0,1,2,Bacteria,TARA_SAMEA4397489_METAG_JJCNIHBC,1,max_regions_first_source_row,TARA_SAMEA4397489_METAG_JJCNIHBC
TARA_SAMEA2591057_METAG_KACAHIGP,1389_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__Micropelagos;s__Micropelagos sp002450335,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2619531_METAG_GJAMMKPP,4,max_regions_first_source_row,TARA_SAMEA2619531_METAG_GJAMMKPP
TARA_SAMEA2622837_METAG_FJHMIHLF,138_0,TRUE,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__;s__,2,3,0,2,0,0,1,0,Bacteria,TARA_SAMEA2622837_METAG_FJHMIHLF,1,max_regions_first_source_row,TARA_SAMEA2622837_METAG_FJHMIHLF
GORG_SAMEA6074970_SAGS_AG920I22,1390_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__Micropelagos;s__Micropelagos thuwalensis,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6074970_SAGS_AG920I22,3,max_regions_first_source_row,GORG_SAMEA6074970_SAGS_AG920I22
TARA_SAMEA2623673_METAG_DCDDKIBD,1391_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__GCA-2700365;s__GCA-2700365 sp002700365,3,3,1,0,0,0,1,1,Bacteria,TARA_SAMN05326641_METAG_ANW00003,2,max_regions_first_source_row,TARA_SAMN05326641_METAG_ANW00003
TARA_SAMEA2621101_METAG_DBKIAPDD,1392_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA6503;g__UBA6503;s__UBA6503 sp002436405,2,2,1,0,0,0,0,1,Bacteria,TARA_SAMEA2621099_METAG_IDGDEHDE,4,max_regions_first_source_row,TARA_SAMEA2621099_METAG_IDGDEHDE
TARA_SAMEA2622316_METAG_CONJLJGM,1393_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA8337;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2622316_METAG_CONJLJGM,2,max_regions_first_source_row,TARA_SAMEA2622316_METAG_CONJLJGM
TARA_SAMEA2622097_METAG_IPEMNJDD,1393_2,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA8337;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2622097_METAG_IPEMNJDD,1,max_regions_first_source_row,TARA_SAMEA2622097_METAG_IPEMNJDD
TARA_SAMEA2622715_METAG_DGPMFALG,1393_3,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA8337;s__UBA8337 sp002721725,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2622715_METAG_DGPMFALG,1,max_regions_first_source_row,TARA_SAMEA2622715_METAG_DGPMFALG
TARA_SAMEA2591074_METAG_HDDDPOCM,1394_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA8337;s__UBA8337 sp900197605,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2591074_METAG_HDDDPOCM,1,max_regions_first_source_row,TARA_SAMEA2591074_METAG_HDDDPOCM
TARA_SAMEA2619766_METAG_MEHLGNLO,1395_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__UBA7378 sp002469805,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2619531_METAG_BDDCJDBH,4,max_regions_first_source_row,TARA_SAMEA2619531_METAG_BDDCJDBH
TARA_SAMEA2619766_METAG_LLCPLGLO,1396_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMN05326650_METAG_MED00083,6,max_regions_first_source_row,TARA_SAMN05326650_METAG_MED00083
